year,reg_sk,sex_sk,age_sk,le
1995,1166,3,50,22.41
1995,1166,3,65,13.49
1995,1168,1,0,58.9
1995,1168,1,15,45.77
1995,1168,1,50,18.85
1995,1168,1,65,11.28
1995,1168,2,0,73.15
1995,1168,2,15,59.75
1995,1168,2,50,27.3
1995,1168,2,65,15.63
1995,1168,3,0,65.63
1995,1168,3,15,52.4
1995,1168,3,50,23.39
1995,1168,3,65,14.1
1995,1169,1,0,57.81
1995,1169,1,15,44.82
1995,1169,1,50,17.93
1995,1169,1,65,10.95
1995,1169,2,0,71.06
1995,1169,2,15,57.59
1995,1169,2,50,25.87
1995,1169,2,65,14.96
1995,1169,3,0,63.97
1995,1169,3,15,50.78
1995,1169,3,50,22.01
1995,1169,3,65,13.5
1995,1170,1,0,56.89
1995,1170,1,15,43.7
1995,1170,1,50,17.34
1995,1170,1,65,10.61
1995,1170,2,0,71.24
1995,1170,2,15,57.82
1995,1170,2,50,26.06
1995,1170,2,65,14.72
1995,1170,3,0,63.61
1995,1170,3,15,50.34
1995,1170,3,50,21.95
1995,1170,3,65,13.22
1995,1171,1,0,57.55
1995,1171,1,15,44.57
1995,1171,1,50,18.49
1995,1171,1,65,11.11
1995,1171,2,0,71.03
1995,1171,2,15,57.98
1995,1171,2,50,26.11
1995,1171,2,65,15.2
1995,1171,3,0,63.72
1995,1171,3,15,50.73
1995,1171,3,50,22.42
1995,1171,3,65,13.7
1995,1173,1,0,60.38
1995,1173,1,15,47.41
1995,1173,1,50,19.47
1995,1173,1,65,11
1995,1173,2,0,72.94
1995,1173,2,15,59.78
1995,1173,2,50,27.1
1995,1173,2,65,15.3
1995,1173,3,0,66.51
1995,1173,3,15,53.47
1995,1173,3,50,23.6
1995,1173,3,65,13.76
1995,1175,1,0,57.91
1995,1175,1,15,44.72
1995,1175,1,50,18.1
1995,1175,1,65,10.8
1995,1175,2,0,71.71
1995,1175,2,15,58.05
1995,1175,2,50,26.1
1995,1175,2,65,14.82
1995,1175,3,0,64.44
1995,1175,3,15,51.06
1995,1175,3,50,22.34
1995,1175,3,65,13.32
1995,1176,1,0,55.15
1995,1176,1,15,42.31
1995,1176,1,50,17.98
1995,1176,1,65,10.62
1995,1176,2,0,69.16
1995,1176,2,15,55.86
1995,1176,2,50,24.55
1995,1176,2,65,13.77
1995,1176,3,0,61.56
1995,1176,3,15,48.52
1995,1176,3,50,21.41
1995,1176,3,65,12.52
1995,1177,1,0,55.18
1995,1177,1,15,42.61
1995,1177,1,50,16.24
1995,1177,1,65,9.22
1995,1177,2,0,66.52
1995,1177,2,15,54.34
1995,1177,2,50,23.59
1995,1177,2,65,14.48
1995,1177,3,0,60.03
1995,1177,3,15,47.62
1995,1177,3,50,19.65
1995,1177,3,65,12.22
1995,1178,1,0,57.97
1995,1178,1,15,44.26
1995,1178,1,50,17.66
1995,1178,1,65,10.43
1995,1178,2,0,72.53
1995,1178,2,15,58.7
1995,1178,2,50,26.7
1995,1178,2,65,15.18
1995,1178,3,0,64.87
1995,1178,3,15,51.12
1995,1178,3,50,22.5
1995,1178,3,65,13.52
1995,1179,1,0,60.46
1995,1179,1,15,47.32
1995,1179,1,50,20.25
1995,1179,1,65,12.09
1995,1179,2,0,73.68
1995,1179,2,15,60.44
1995,1179,2,50,27.8
1995,1179,2,65,15.74
1995,1179,3,0,66.86
1995,1179,3,15,53.7
1995,1179,3,50,24.29
1995,1179,3,65,14.35
1995,1180,1,0,59.84
1995,1180,1,15,46.82
1995,1180,1,50,20.1
1995,1180,1,65,11.6
1995,1180,2,0,72.81
1995,1180,2,15,59.49
1995,1180,2,50,27.33
1995,1180,2,65,15.67
1995,1180,3,0,66.16
1995,1180,3,15,53.02
1995,1180,3,50,24.07
1995,1180,3,65,14.2
1995,1181,1,0,56.67
1995,1181,1,15,43.59
1995,1181,1,50,18.56
1995,1181,1,65,10.81
1995,1181,2,0,70.16
1995,1181,2,15,56.55
1995,1181,2,50,25.41
1995,1181,2,65,14.6
1995,1181,3,0,62.98
1995,1181,3,15,49.69
1995,1181,3,50,22.22
1995,1181,3,65,13.15
1995,1182,1,0,65.93
1995,1182,1,15,53.07
1995,1182,1,50,22.93
1995,1182,1,65,13.22
1995,1182,2,0,74.88
1995,1182,2,15,61.76
1995,1182,2,50,28.87
1995,1182,2,65,16.58
1995,1182,3,0,70.51
1995,1182,3,15,57.55
1995,1182,3,50,26.15
1995,1182,3,65,15.25
1995,1183,1,0,62.89
1995,1183,1,15,49.44
1995,1183,1,50,20.65
1995,1183,1,65,12.02
1995,1183,2,0,74.59
1995,1183,2,15,60.8
1995,1183,2,50,28.03
1995,1183,2,65,15.99
1995,1183,3,0,68.74
1995,1183,3,15,55.14
1995,1183,3,50,24.61
1995,1183,3,65,14.47
1995,1184,1,0,55.16
1995,1184,1,15,43.13
1995,1184,1,50,18.65
1995,1184,1,65,11.41
1995,1184,2,0,67.53
1995,1184,2,15,55.27
1995,1184,2,50,25.08
1995,1184,2,65,15.16
1995,1184,3,0,61.04
1995,1184,3,15,48.92
1995,1184,3,50,22.05
1995,1184,3,65,13.75
1995,1185,1,0,59.38
1995,1185,1,15,46.15
1995,1185,1,50,19.1
1995,1185,1,65,11.16
1995,1185,2,0,71.49
1995,1185,2,15,57.98
1995,1185,2,50,25.99
1995,1185,2,65,14.62
1995,1185,3,0,65.1
1995,1185,3,15,51.76
1995,1185,3,50,22.64
1995,1185,3,65,13.33
1995,1186,1,0,54.02
1995,1186,1,15,40.71
1995,1186,1,50,15.81
1995,1186,1,65,9.6
1995,1186,2,0,68.87
1995,1186,2,15,55.3
1995,1186,2,50,23.89
1995,1186,2,65,13.32
1995,1186,3,0,60.76
1995,1186,3,15,47.35
1995,1186,3,50,20.01
1995,1186,3,65,12
1995,1187,1,0,54.59
1995,1187,1,15,41.97
1995,1187,1,50,15.89
1995,1187,1,65,9.23
1995,1187,2,0,68.63
1995,1187,2,15,55.32
1995,1187,2,50,23.86
1995,1187,2,65,13.28
1995,1187,3,0,60.93
1995,1187,3,15,48.02
1995,1187,3,50,19.97
1995,1187,3,65,11.83
1995,1188,1,0,59.21
1995,1188,1,15,46.13
1995,1188,1,50,19.14
1995,1188,1,65,11
1995,1188,2,0,71.54
1995,1188,2,15,58.12
1995,1188,2,50,25.94
1995,1188,2,65,14.77
1995,1188,3,0,65.25
1995,1188,3,15,52.04
1995,1188,3,50,22.98
1995,1188,3,65,13.53
1995,1189,1,0,60.9
1995,1189,1,15,47.41
1995,1189,1,50,19.58
1995,1189,1,65,11.26
1995,1189,2,0,74.23
1995,1189,2,15,60.53
1995,1189,2,50,27.81
1995,1189,2,65,15.99
1995,1189,3,0,67.48
1995,1189,3,15,53.92
1995,1189,3,50,24.2
1995,1189,3,65,14.45
1995,1190,1,0,59.64
1995,1190,1,15,46.36
1995,1190,1,50,19.82
1995,1190,1,65,12.01
1995,1190,2,0,74.02
1995,1190,2,15,60.53
1995,1190,2,50,27.83
1995,1190,2,65,16
1995,1190,3,0,66.5
1995,1190,3,15,53.15
1995,1190,3,50,24.06
1995,1190,3,65,14.45
1995,1191,1,0,63.72
1995,1191,1,15,50.67
1995,1191,1,50,22
1995,1191,1,65,13.05
1995,1191,2,0,75.36
1995,1191,2,15,61.6
1995,1191,2,50,28.78
1995,1191,2,65,16.63
1995,1191,3,0,69.52
1995,1191,3,15,56.17
1995,1191,3,50,25.67
1995,1191,3,65,15.23
1995,1192,1,0,60.05
1995,1192,1,15,46.86
1995,1192,1,50,19.64
1995,1192,1,65,11.75
1995,1192,2,0,73.93
1995,1192,2,15,60.5
1995,1192,2,50,27.93
1995,1192,2,65,16.19
1995,1192,3,0,66.79
1995,1192,3,15,53.52
1995,1192,3,50,24.13
1995,1192,3,65,14.61
1995,1193,1,0,49.26
1995,1193,1,15,37.12
1995,1193,1,50,16.46
1995,1193,1,65,9.83
1995,1193,2,0,62.46
1995,1193,2,15,50.37
1995,1193,2,50,22.57
1995,1193,2,65,13.37
1995,1193,3,0,55.23
1995,1193,3,15,43.12
1995,1193,3,50,19.5
1995,1193,3,65,11.85
1995,1194,1,0,57.06
1995,1194,1,15,43.87
1995,1194,1,50,17.7
1995,1194,1,65,10.47
1995,1194,2,0,71.21
1995,1194,2,15,57.75
1995,1194,2,50,25.7
1995,1194,2,65,14.53
1995,1194,3,0,63.85
1995,1194,3,15,50.56
1995,1194,3,50,22.07
1995,1194,3,65,13.19
1995,1195,1,0,55.3
1995,1195,1,15,42.78
1995,1195,1,50,17.79
1995,1195,1,65,10.26
1995,1195,2,0,69.26
1995,1195,2,15,56.22
1995,1195,2,50,25.04
1995,1195,2,65,14.62
1995,1195,3,0,61.76
1995,1195,3,15,49.02
1995,1195,3,50,21.55
1995,1195,3,65,12.93
1995,1196,1,0,NA
1995,1196,1,15,NA
1995,1196,1,50,NA
1995,1196,1,65,NA
1995,1196,2,0,NA
1995,1196,2,15,NA
1995,1196,2,50,NA
1995,1196,2,65,NA
1995,1196,3,0,NA
1995,1196,3,15,NA
1995,1196,3,50,NA
1995,1196,3,65,NA
1995,1197,1,0,59.99
1995,1197,1,15,46.82
1995,1197,1,50,19.57
1995,1197,1,65,11.44
1995,1197,2,0,72.43
1995,1197,2,15,58.85
1995,1197,2,50,26.57
1995,1197,2,65,15.39
1995,1197,3,0,66.21
1995,1197,3,15,52.89
1995,1197,3,50,23.55
1995,1197,3,65,14.1
1995,1198,1,0,56.56
1995,1198,1,15,43.53
1995,1198,1,50,18.12
1995,1198,1,65,10.64
1995,1198,2,0,69.07
1995,1198,2,15,55.92
1995,1198,2,50,24.4
1995,1198,2,65,13.63
1995,1198,3,0,62.27
1995,1198,3,15,49.2
1995,1198,3,50,21.31
1995,1198,3,65,12.45
1995,1199,1,0,55.09
1995,1199,1,15,42.76
1995,1199,1,50,17.47
1995,1199,1,65,10.43
1995,1199,2,0,67.97
1995,1199,2,15,55.51
1995,1199,2,50,24.29
1995,1199,2,65,13.93
1995,1199,3,0,61.02
1995,1199,3,15,48.66
1995,1199,3,50,20.99
1995,1199,3,65,12.56
1996,1100,1,0,59.62
1996,1100,1,15,46.38
1996,1100,1,50,19.14
1996,1100,1,65,11.21
1996,1100,2,0,72.42
1996,1100,2,15,58.95
1996,1100,2,50,26.77
1996,1100,2,65,15.17
1996,1100,3,0,65.81
1996,1100,3,15,52.48
1996,1100,3,50,23.24
1996,1100,3,65,13.72
1996,1101,1,0,59.26
1996,1101,1,15,46.11
1996,1101,1,50,18.89
1996,1101,1,65,10.89
1996,1101,2,0,71.95
1996,1101,2,15,58.48
1996,1101,2,50,26.37
1996,1101,2,65,14.94
1996,1101,3,0,65.34
1996,1101,3,15,52.06
1996,1101,3,50,22.87
1996,1101,3,65,13.44
1996,1103,1,0,61.06
1996,1103,1,15,47.78
1996,1103,1,50,20.11
1996,1103,1,65,11.7
1996,1103,2,0,73.1
1996,1103,2,15,59.58
1996,1103,2,50,27.13
1996,1103,2,65,15.17
1996,1103,3,0,66.92
1996,1103,3,15,53.55
1996,1103,3,50,23.87
1996,1103,3,65,13.85
1996,1104,1,0,57.33
1996,1104,1,15,44.47
1996,1104,1,50,18.06
1996,1104,1,65,10.69
1996,1104,2,0,70.52
1996,1104,2,15,57.19
1996,1104,2,50,25.71
1996,1104,2,65,14.62
1996,1104,3,0,63.51
1996,1104,3,15,50.46
1996,1104,3,50,22.06
1996,1104,3,65,13.15
1996,1105,1,0,57.67
1996,1105,1,15,44.88
1996,1105,1,50,17.76
1996,1105,1,65,10.09
1996,1105,2,0,70.14
1996,1105,2,15,56.96
1996,1105,2,50,25.14
1996,1105,2,65,14
1996,1105,3,0,63.42
1996,1105,3,15,50.47
1996,1105,3,50,21.55
1996,1105,3,65,12.44
1996,1107,1,0,61.56
1996,1107,1,15,48.66
1996,1107,1,50,20.28
1996,1107,1,65,11.7
1996,1107,2,0,73.61
1996,1107,2,15,60.31
1996,1107,2,50,27.49
1996,1107,2,65,15.41
1996,1107,3,0,67.48
1996,1107,3,15,54.41
1996,1107,3,50,24.15
1996,1107,3,65,13.98
1996,1108,1,0,57.84
1996,1108,1,15,44.58
1996,1108,1,50,17.93
1996,1108,1,65,10.21
1996,1108,2,0,70.19
1996,1108,2,15,56.7
1996,1108,2,50,24.83
1996,1108,2,65,13.75
1996,1108,3,0,63.58
1996,1108,3,15,50.22
1996,1108,3,50,21.52
1996,1108,3,65,12.37
1996,1110,1,0,57.29
1996,1110,1,15,44.28
1996,1110,1,50,18.15
1996,1110,1,65,10.42
1996,1110,2,0,69.37
1996,1110,2,15,56.61
1996,1110,2,50,24.95
1996,1110,2,65,13.83
1996,1110,3,0,62.84
1996,1110,3,15,49.96
1996,1110,3,50,21.64
1996,1110,3,65,12.47
1996,1111,1,0,57.68
1996,1111,1,15,44.39
1996,1111,1,50,17.53
1996,1111,1,65,10.12
1996,1111,2,0,71.68
1996,1111,2,15,57.98
1996,1111,2,50,25.78
1996,1111,2,65,14.19
1996,1111,3,0,64.14
1996,1111,3,15,50.69
1996,1111,3,50,21.84
1996,1111,3,65,12.75
1996,1112,1,0,60.32
1996,1112,1,15,47.37
1996,1112,1,50,19.26
1996,1112,1,65,10.95
1996,1112,2,0,72.76
1996,1112,2,15,59.56
1996,1112,2,50,27.06
1996,1112,2,65,15.04
1996,1112,3,0,66.32
1996,1112,3,15,53.27
1996,1112,3,50,23.4
1996,1112,3,65,13.47
1996,1114,1,0,62.57
1996,1114,1,15,49.01
1996,1114,1,50,20.38
1996,1114,1,65,11.71
1996,1114,2,0,74.93
1996,1114,2,15,61.1
1996,1114,2,50,28.14
1996,1114,2,65,15.94
1996,1114,3,0,68.69
1996,1114,3,15,55.02
1996,1114,3,50,24.61
1996,1114,3,65,14.43
1996,1115,1,0,60.38
1996,1115,1,15,46.93
1996,1115,1,50,19.33
1996,1115,1,65,11.37
1996,1115,2,0,73.63
1996,1115,2,15,60.01
1996,1115,2,50,27.43
1996,1115,2,65,15.53
1996,1115,3,0,66.78
1996,1115,3,15,53.27
1996,1115,3,50,23.73
1996,1115,3,65,14.07
1996,1117,1,0,59.45
1996,1117,1,15,45.88
1996,1117,1,50,18.39
1996,1117,1,65,10.67
1996,1117,2,0,73.04
1996,1117,2,15,59.24
1996,1117,2,50,26.67
1996,1117,2,65,14.8
1996,1117,3,0,66.02
1996,1117,3,15,52.36
1996,1117,3,50,22.86
1996,1117,3,65,13.34
1996,1118,1,0,61.44
1996,1118,1,15,48.09
1996,1118,1,50,20.23
1996,1118,1,65,11.75
1996,1118,2,0,73.43
1996,1118,2,15,59.92
1996,1118,2,50,27.5
1996,1118,2,65,15.54
1996,1118,3,0,67.28
1996,1118,3,15,53.87
1996,1118,3,50,24.12
1996,1118,3,65,14.1
1996,1119,1,0,58.62
1996,1119,1,15,45.37
1996,1119,1,50,17.96
1996,1119,1,65,10.37
1996,1119,2,0,72.49
1996,1119,2,15,58.83
1996,1119,2,50,26.47
1996,1119,2,65,14.68
1996,1119,3,0,65.11
1996,1119,3,15,51.7
1996,1119,3,50,22.43
1996,1119,3,65,13.17
1996,1120,1,0,61.49
1996,1120,1,15,47.87
1996,1120,1,50,19.98
1996,1120,1,65,11.85
1996,1120,2,0,74
1996,1120,2,15,60.29
1996,1120,2,50,27.73
1996,1120,2,65,15.75
1996,1120,3,0,67.6
1996,1120,3,15,53.95
1996,1120,3,50,24.17
1996,1120,3,65,14.33
1996,1122,1,0,59.63
1996,1122,1,15,46.15
1996,1122,1,50,18.99
1996,1122,1,65,11.17
1996,1122,2,0,73.11
1996,1122,2,15,59.61
1996,1122,2,50,27.26
1996,1122,2,65,15.58
1996,1122,3,0,66.2
1996,1122,3,15,52.72
1996,1122,3,50,23.51
1996,1122,3,65,14.02
1996,1124,1,0,58.25
1996,1124,1,15,45.06
1996,1124,1,50,17.96
1996,1124,1,65,10.42
1996,1124,2,0,71.79
1996,1124,2,15,58.33
1996,1124,2,50,25.99
1996,1124,2,65,14.55
1996,1124,3,0,64.79
1996,1124,3,15,51.5
1996,1124,3,50,22.32
1996,1124,3,65,13.1
1996,1125,1,0,55.9
1996,1125,1,15,42.86
1996,1125,1,50,17.74
1996,1125,1,65,10.49
1996,1125,2,0,69.75
1996,1125,2,15,56.36
1996,1125,2,50,25.16
1996,1125,2,65,14.19
1996,1125,3,0,62.36
1996,1125,3,15,49.18
1996,1125,3,50,21.63
1996,1125,3,65,12.77
1996,1126,1,0,63.34
1996,1126,1,15,51.31
1996,1126,1,50,22.43
1996,1126,1,65,12.86
1996,1126,2,0,75.17
1996,1126,2,15,62.36
1996,1126,2,50,29.96
1996,1126,2,65,18.34
1996,1126,3,0,69.26
1996,1126,3,15,56.9
1996,1126,3,50,26.45
1996,1126,3,65,16.06
1996,1127,1,0,59.91
1996,1127,1,15,46.76
1996,1127,1,50,18.5
1996,1127,1,65,10.45
1996,1127,2,0,71.92
1996,1127,2,15,57.96
1996,1127,2,50,26.07
1996,1127,2,65,14.73
1996,1127,3,0,65.71
1996,1127,3,15,52.21
1996,1127,3,50,22.56
1996,1127,3,65,13.14
1996,1128,1,0,57.86
1996,1128,1,15,44.57
1996,1128,1,50,17.71
1996,1128,1,65,10.41
1996,1128,2,0,71.55
1996,1128,2,15,58.26
1996,1128,2,50,26.24
1996,1128,2,65,14.77
1996,1128,3,0,64.34
1996,1128,3,15,51.07
1996,1128,3,50,22.23
1996,1128,3,65,13.23
1996,1129,1,0,59.63
1996,1129,1,15,46.4
1996,1129,1,50,18.92
1996,1129,1,65,10.92
1996,1129,2,0,72.99
1996,1129,2,15,59.23
1996,1129,2,50,26.85
1996,1129,2,65,15.09
1996,1129,3,0,66.08
1996,1129,3,15,52.64
1996,1129,3,50,23.21
1996,1129,3,65,13.62
1996,1130,1,0,57.01
1996,1130,1,15,43.59
1996,1130,1,50,16.54
1996,1130,1,65,8.95
1996,1130,2,0,68.63
1996,1130,2,15,54.85
1996,1130,2,50,23.17
1996,1130,2,65,12.32
1996,1130,3,0,62.27
1996,1130,3,15,48.7
1996,1130,3,50,19.93
1996,1130,3,65,11.07
1996,1132,1,0,55.97
1996,1132,1,15,42.74
1996,1132,1,50,17.51
1996,1132,1,65,10.49
1996,1132,2,0,69.38
1996,1132,2,15,56.05
1996,1132,2,50,24.91
1996,1132,2,65,14.09
1996,1132,3,0,62.19
1996,1132,3,15,48.93
1996,1132,3,50,21.36
1996,1132,3,65,12.7
1996,1133,1,0,60.03
1996,1133,1,15,46.6
1996,1133,1,50,18.87
1996,1133,1,65,10.73
1996,1133,2,0,72.87
1996,1133,2,15,59.24
1996,1133,2,50,26.72
1996,1133,2,65,14.97
1996,1133,3,0,66.21
1996,1133,3,15,52.7
1996,1133,3,50,23.09
1996,1133,3,65,13.49
1996,1134,1,0,58.74
1996,1134,1,15,46.03
1996,1134,1,50,18.24
1996,1134,1,65,10.27
1996,1134,2,0,72.07
1996,1134,2,15,58.71
1996,1134,2,50,26.23
1996,1134,2,65,14.62
1996,1134,3,0,65.1
1996,1134,3,15,52.12
1996,1134,3,50,22.5
1996,1134,3,65,13.08
1996,1136,1,0,59.35
1996,1136,1,15,45.71
1996,1136,1,50,19.03
1996,1136,1,65,11
1996,1136,2,0,72.93
1996,1136,2,15,59.14
1996,1136,2,50,26.98
1996,1136,2,65,15.19
1996,1136,3,0,65.91
1996,1136,3,15,52.21
1996,1136,3,50,23.28
1996,1136,3,65,13.61
1996,1137,1,0,59.37
1996,1137,1,15,46.17
1996,1137,1,50,19.41
1996,1137,1,65,11.26
1996,1137,2,0,73.06
1996,1137,2,15,59.48
1996,1137,2,50,27.27
1996,1137,2,65,15.63
1996,1137,3,0,65.94
1996,1137,3,15,52.59
1996,1137,3,50,23.65
1996,1137,3,65,14.08
1996,1138,1,0,59.52
1996,1138,1,15,46.37
1996,1138,1,50,18.93
1996,1138,1,65,11.08
1996,1138,2,0,72.98
1996,1138,2,15,59.53
1996,1138,2,50,26.95
1996,1138,2,65,15.07
1996,1138,3,0,65.93
1996,1138,3,15,52.67
1996,1138,3,50,23.21
1996,1138,3,65,13.62
1996,1140,1,0,62.53
1996,1140,1,15,48.74
1996,1140,1,50,20.26
1996,1140,1,65,12.07
1996,1140,2,0,73.73
1996,1140,2,15,59.83
1996,1140,2,50,27.53
1996,1140,2,65,15.71
1996,1140,3,0,68.3
1996,1140,3,15,54.47
1996,1140,3,50,24.32
1996,1140,3,65,14.45
1996,1141,1,0,58.82
1996,1141,1,15,45.06
1996,1141,1,50,18.01
1996,1141,1,65,10.47
1996,1141,2,0,71.72
1996,1141,2,15,57.69
1996,1141,2,50,26.03
1996,1141,2,65,14.62
1996,1141,3,0,65.04
1996,1141,3,15,51.18
1996,1141,3,50,22.3
1996,1141,3,65,13.14
1996,1142,1,0,60.52
1996,1142,1,15,47.23
1996,1142,1,50,19.03
1996,1142,1,65,11.14
1996,1142,2,0,74.5
1996,1142,2,15,60.84
1996,1142,2,50,27.95
1996,1142,2,65,16.03
1996,1142,3,0,67.25
1996,1142,3,15,53.82
1996,1142,3,50,23.82
1996,1142,3,65,14.28
1996,1144,1,0,54.46
1996,1144,1,15,41.6
1996,1144,1,50,15.21
1996,1144,1,65,8.14
1996,1144,2,0,68.13
1996,1144,2,15,54.51
1996,1144,2,50,23.17
1996,1144,2,65,13.08
1996,1144,3,0,60.43
1996,1144,3,15,47.24
1996,1144,3,50,19.01
1996,1144,3,65,11.11
1996,1145,1,0,62.39
1996,1145,1,15,48.75
1996,1145,1,50,20.64
1996,1145,1,65,12.32
1996,1145,2,0,73.78
1996,1145,2,15,60.01
1996,1145,2,50,27.7
1996,1145,2,65,15.79
1996,1145,3,0,68.11
1996,1145,3,15,54.42
1996,1145,3,50,24.54
1996,1145,3,65,14.54
1996,1146,1,0,59.07
1996,1146,1,15,45.61
1996,1146,1,50,18.84
1996,1146,1,65,11.23
1996,1146,2,0,72.52
1996,1146,2,15,58.76
1996,1146,2,50,26.68
1996,1146,2,65,15.09
1996,1146,3,0,65.6
1996,1146,3,15,52.02
1996,1146,3,50,23.08
1996,1146,3,65,13.66
1996,1147,1,0,59.08
1996,1147,1,15,45.49
1996,1147,1,50,17.6
1996,1147,1,65,10.46
1996,1147,2,0,70.74
1996,1147,2,15,57.35
1996,1147,2,50,25.05
1996,1147,2,65,13.62
1996,1147,3,0,64.7
1996,1147,3,15,51.21
1996,1147,3,50,21.67
1996,1147,3,65,12.57
1996,1149,1,0,56.96
1996,1149,1,15,43.81
1996,1149,1,50,17.19
1996,1149,1,65,9.84
1996,1149,2,0,71.66
1996,1149,2,15,58.16
1996,1149,2,50,26.09
1996,1149,2,65,14.56
1996,1149,3,0,63.83
1996,1149,3,15,50.54
1996,1149,3,50,21.85
1996,1149,3,65,12.9
1996,1150,1,0,59.79
1996,1150,1,15,46.5
1996,1150,1,50,19.1
1996,1150,1,65,11.32
1996,1150,2,0,72.19
1996,1150,2,15,58.73
1996,1150,2,50,26.66
1996,1150,2,65,15.14
1996,1150,3,0,65.82
1996,1150,3,15,52.47
1996,1150,3,50,23.17
1996,1150,3,65,13.75
1996,1152,1,0,61.07
1996,1152,1,15,47.63
1996,1152,1,50,19.33
1996,1152,1,65,11.15
1996,1152,2,0,72.73
1996,1152,2,15,59.19
1996,1152,2,50,26.83
1996,1152,2,65,15.14
1996,1152,3,0,66.82
1996,1152,3,15,53.35
1996,1152,3,50,23.39
1996,1152,3,65,13.69
1996,1153,1,0,59.89
1996,1153,1,15,46.59
1996,1153,1,50,19.49
1996,1153,1,65,11.26
1996,1153,2,0,72.79
1996,1153,2,15,59.39
1996,1153,2,50,27.15
1996,1153,2,65,15.55
1996,1153,3,0,66.11
1996,1153,3,15,52.78
1996,1153,3,50,23.62
1996,1153,3,65,13.97
1996,1154,1,0,59.95
1996,1154,1,15,46.62
1996,1154,1,50,18.93
1996,1154,1,65,11.28
1996,1154,2,0,73.69
1996,1154,2,15,59.98
1996,1154,2,50,27.3
1996,1154,2,65,15.55
1996,1154,3,0,66.56
1996,1154,3,15,53.08
1996,1154,3,50,23.43
1996,1154,3,65,14.04
1996,1156,1,0,60.83
1996,1156,1,15,47.58
1996,1156,1,50,19.5
1996,1156,1,65,11.28
1996,1156,2,0,74.32
1996,1156,2,15,60.4
1996,1156,2,50,27.58
1996,1156,2,65,15.73
1996,1156,3,0,67.39
1996,1156,3,15,53.86
1996,1156,3,50,23.88
1996,1156,3,65,14.14
1996,1157,1,0,57.79
1996,1157,1,15,44.62
1996,1157,1,50,18.11
1996,1157,1,65,10.36
1996,1157,2,0,70.65
1996,1157,2,15,57.47
1996,1157,2,50,25.55
1996,1157,2,65,14.37
1996,1157,3,0,63.97
1996,1157,3,15,50.81
1996,1157,3,50,22.13
1996,1157,3,65,12.94
1996,1158,1,0,57
1996,1158,1,15,44.1
1996,1158,1,50,17.61
1996,1158,1,65,9.97
1996,1158,2,0,70.62
1996,1158,2,15,57.22
1996,1158,2,50,25.61
1996,1158,2,65,14.44
1996,1158,3,0,63.35
1996,1158,3,15,50.25
1996,1158,3,50,21.8
1996,1158,3,65,12.84
1996,1160,1,0,60.66
1996,1160,1,15,47.59
1996,1160,1,50,19.89
1996,1160,1,65,11.53
1996,1160,2,0,72.72
1996,1160,2,15,59.42
1996,1160,2,50,26.97
1996,1160,2,65,15.06
1996,1160,3,0,66.56
1996,1160,3,15,53.4
1996,1160,3,50,23.68
1996,1160,3,65,13.7
1996,1161,1,0,59.04
1996,1161,1,15,45.64
1996,1161,1,50,18.66
1996,1161,1,65,11.12
1996,1161,2,0,73.41
1996,1161,2,15,59.8
1996,1161,2,50,27.51
1996,1161,2,65,15.76
1996,1161,3,0,65.82
1996,1161,3,15,52.34
1996,1161,3,50,23.35
1996,1161,3,65,14.07
1996,1163,1,0,60.44
1996,1163,1,15,47.64
1996,1163,1,50,19.52
1996,1163,1,65,11.36
1996,1163,2,0,73.02
1996,1163,2,15,59.87
1996,1163,2,50,27.42
1996,1163,2,65,15.55
1996,1163,3,0,66.55
1996,1163,3,15,53.61
1996,1163,3,50,23.75
1996,1163,3,65,14.01
1996,1164,1,0,55.94
1996,1164,1,15,42.49
1996,1164,1,50,16.11
1996,1164,1,65,8.76
1996,1164,2,0,68.7
1996,1164,2,15,55.01
1996,1164,2,50,23.38
1996,1164,2,65,12.6
1996,1164,3,0,61.75
1996,1164,3,15,48.2
1996,1164,3,50,19.81
1996,1164,3,65,11.14
1996,1165,1,0,58.45
1996,1165,1,15,45.32
1996,1165,1,50,18.35
1996,1165,1,65,10.9
1996,1165,2,0,71.69
1996,1165,2,15,58.3
1996,1165,2,50,26.2
1996,1165,2,65,14.8
1996,1165,3,0,64.79
1996,1165,3,15,51.57
1996,1165,3,50,22.54
1996,1165,3,65,13.37
1996,1166,1,0,59.16
1996,1166,1,15,45.68
1996,1166,1,50,18.28
1996,1166,1,65,10.62
1996,1166,2,0,72.1
1996,1166,2,15,58.71
1996,1166,2,50,26.65
1996,1166,2,65,15.09
1996,1166,3,0,65.34
1996,1166,3,15,51.91
1996,1166,3,50,22.69
1996,1166,3,65,13.49
1996,1168,1,0,59.97
1996,1168,1,15,46.63
1996,1168,1,50,19.03
1996,1168,1,65,11.48
1996,1168,2,0,73.62
1996,1168,2,15,60.08
1996,1168,2,50,27.43
1996,1168,2,65,15.68
1996,1168,3,0,66.47
1996,1168,3,15,53.06
1996,1168,3,50,23.53
1996,1168,3,65,14.17
1996,1169,1,0,58.01
1996,1169,1,15,44.86
1996,1169,1,50,18.09
1996,1169,1,65,10.78
1996,1169,2,0,70.84
1996,1169,2,15,57.53
1996,1169,2,50,25.77
1996,1169,2,65,14.71
1996,1169,3,0,64
1996,1169,3,15,50.79
1996,1169,3,50,22.05
1996,1169,3,65,13.25
1996,1170,1,0,58.43
1996,1170,1,15,45.2
