year,reg_sk,sex_sk,age_sk,le
2007,1193,3,65,11.7
2007,1194,1,0,59.93
2007,1194,1,15,46.01
2007,1194,1,50,19.21
2007,1194,1,65,10.97
2007,1194,2,0,73.92
2007,1194,2,15,59.61
2007,1194,2,50,27.44
2007,1194,2,65,15.63
2007,1194,3,0,66.7
2007,1194,3,15,52.62
2007,1194,3,50,23.63
2007,1194,3,65,13.88
2007,1195,1,0,60.16
2007,1195,1,15,46.74
2007,1195,1,50,19.64
2007,1195,1,65,10.99
2007,1195,2,0,72.03
2007,1195,2,15,58.26
2007,1195,2,50,26.82
2007,1195,2,65,15.37
2007,1195,3,0,66
2007,1195,3,15,52.44
2007,1195,3,50,23.5
2007,1195,3,65,13.63
2007,1196,1,0,69.3
2007,1196,1,15,56.26
2007,1196,1,50,24.45
2007,1196,1,65,14.19
2007,1196,2,0,76.38
2007,1196,2,15,63.14
2007,1196,2,50,29.49
2007,1196,2,65,16.65
2007,1196,3,0,72.92
2007,1196,3,15,59.79
2007,1196,3,50,27.11
2007,1196,3,65,15.61
2007,1197,1,0,60.93
2007,1197,1,15,46.9
2007,1197,1,50,19.84
2007,1197,1,65,11.71
2007,1197,2,0,74.12
2007,1197,2,15,59.79
2007,1197,2,50,27.52
2007,1197,2,65,15.79
2007,1197,3,0,67.26
2007,1197,3,15,53.11
2007,1197,3,50,23.93
2007,1197,3,65,14.23
2007,1198,1,0,60.61
2007,1198,1,15,46.82
2007,1198,1,50,19.42
2007,1198,1,65,11.12
2007,1198,2,0,72.18
2007,1198,2,15,58.2
2007,1198,2,50,26.24
2007,1198,2,65,14.46
2007,1198,3,0,66.13
2007,1198,3,15,52.26
2007,1198,3,50,22.95
2007,1198,3,65,13.08
2007,1199,1,0,55.74
2007,1199,1,15,42.47
2007,1199,1,50,17.95
2007,1199,1,65,10.89
2007,1199,2,0,68.53
2007,1199,2,15,55.65
2007,1199,2,50,25.62
2007,1199,2,65,14.75
2007,1199,3,0,61.68
2007,1199,3,15,48.59
2007,1199,3,50,21.92
2007,1199,3,65,13.23
2008,1100,1,0,61.88
2008,1100,1,15,47.84
2008,1100,1,50,20.15
2008,1100,1,65,11.75
2008,1100,2,0,74.27
2008,1100,2,15,60.15
2008,1100,2,50,28.06
2008,1100,2,65,16.18
2008,1100,3,0,67.97
2008,1100,3,15,53.9
2008,1100,3,50,24.4
2008,1100,3,65,14.45
2008,1101,1,0,61.25
2008,1101,1,15,47.23
2008,1101,1,50,19.97
2008,1101,1,65,11.29
2008,1101,2,0,73.69
2008,1101,2,15,59.65
2008,1101,2,50,27.79
2008,1101,2,65,16.06
2008,1101,3,0,67.31
2008,1101,3,15,53.29
2008,1101,3,50,24.09
2008,1101,3,65,14.12
2008,1103,1,0,64.35
2008,1103,1,15,50.24
2008,1103,1,50,21.47
2008,1103,1,65,12.42
2008,1103,2,0,75.26
2008,1103,2,15,61.03
2008,1103,2,50,28.47
2008,1103,2,65,16.24
2008,1103,3,0,69.78
2008,1103,3,15,55.63
2008,1103,3,50,25.23
2008,1103,3,65,14.71
2008,1104,1,0,60.91
2008,1104,1,15,47.02
2008,1104,1,50,19.47
2008,1104,1,65,11.14
2008,1104,2,0,72.89
2008,1104,2,15,59.02
2008,1104,2,50,27.22
2008,1104,2,65,15.63
2008,1104,3,0,66.78
2008,1104,3,15,52.91
2008,1104,3,50,23.61
2008,1104,3,65,13.84
2008,1105,1,0,59.78
2008,1105,1,15,45.96
2008,1105,1,50,19.38
2008,1105,1,65,11.06
2008,1105,2,0,71.73
2008,1105,2,15,57.74
2008,1105,2,50,26.74
2008,1105,2,65,15.29
2008,1105,3,0,65.48
2008,1105,3,15,51.59
2008,1105,3,50,23.27
2008,1105,3,65,13.59
2008,1107,1,0,64.21
2008,1107,1,15,50.28
2008,1107,1,50,21.21
2008,1107,1,65,12.13
2008,1107,2,0,75.28
2008,1107,2,15,61.18
2008,1107,2,50,28.44
2008,1107,2,65,16.08
2008,1107,3,0,69.72
2008,1107,3,15,55.72
2008,1107,3,50,25.09
2008,1107,3,65,14.5
2008,1108,1,0,58.89
2008,1108,1,15,45.17
2008,1108,1,50,18.68
2008,1108,1,65,11.22
2008,1108,2,0,71.73
2008,1108,2,15,57.81
2008,1108,2,50,26.99
2008,1108,2,65,15.82
2008,1108,3,0,65.01
2008,1108,3,15,51.21
2008,1108,3,50,23.06
2008,1108,3,65,14.02
2008,1110,1,0,57.53
2008,1110,1,15,43.89
2008,1110,1,50,17.9
2008,1110,1,65,10.21
2008,1110,2,0,69.81
2008,1110,2,15,56.34
2008,1110,2,50,25.57
2008,1110,2,65,14.69
2008,1110,3,0,63.3
2008,1110,3,15,49.75
2008,1110,3,50,21.84
2008,1110,3,65,12.85
2008,1111,1,0,60.46
2008,1111,1,15,46.4
2008,1111,1,50,18.83
2008,1111,1,65,11.23
2008,1111,2,0,74.04
2008,1111,2,15,59.86
2008,1111,2,50,27.78
2008,1111,2,65,15.99
2008,1111,3,0,66.97
2008,1111,3,15,52.87
2008,1111,3,50,23.58
2008,1111,3,65,14.18
2008,1112,1,0,62.86
2008,1112,1,15,48.89
2008,1112,1,50,20.98
2008,1112,1,65,12.76
2008,1112,2,0,75
2008,1112,2,15,60.99
2008,1112,2,50,28.76
2008,1112,2,65,16.86
2008,1112,3,0,68.77
2008,1112,3,15,54.79
2008,1112,3,50,25.08
2008,1112,3,65,15.16
2008,1114,1,0,64.67
2008,1114,1,15,50.47
2008,1114,1,50,21.05
2008,1114,1,65,11.76
2008,1114,2,0,76.3
2008,1114,2,15,61.97
2008,1114,2,50,29.04
2008,1114,2,65,16.39
2008,1114,3,0,70.45
2008,1114,3,15,56.2
2008,1114,3,50,25.28
2008,1114,3,65,14.52
2008,1115,1,0,59.42
2008,1115,1,15,45.2
2008,1115,1,50,18.61
2008,1115,1,65,10.98
2008,1115,2,0,74.21
2008,1115,2,15,59.98
2008,1115,2,50,27.9
2008,1115,2,65,16.04
2008,1115,3,0,66.41
2008,1115,3,15,52.2
2008,1115,3,50,23.49
2008,1115,3,65,14.09
2008,1117,1,0,58.71
2008,1117,1,15,44.84
2008,1117,1,50,18.36
2008,1117,1,65,10.68
2008,1117,2,0,73.31
2008,1117,2,15,59.12
2008,1117,2,50,27.56
2008,1117,2,65,16.01
2008,1117,3,0,65.75
2008,1117,3,15,51.75
2008,1117,3,50,23.31
2008,1117,3,65,13.99
2008,1118,1,0,62.98
2008,1118,1,15,49.18
2008,1118,1,50,20.79
2008,1118,1,65,12.18
2008,1118,2,0,75.12
2008,1118,2,15,61.24
2008,1118,2,50,28.75
2008,1118,2,65,16.48
2008,1118,3,0,68.96
2008,1118,3,15,55.14
2008,1118,3,50,25.05
2008,1118,3,65,14.77
2008,1119,1,0,60.49
2008,1119,1,15,46.38
2008,1119,1,50,18.62
2008,1119,1,65,10.89
2008,1119,2,0,74.14
2008,1119,2,15,59.84
2008,1119,2,50,27.86
2008,1119,2,65,16.17
2008,1119,3,0,67
2008,1119,3,15,52.81
2008,1119,3,50,23.4
2008,1119,3,65,14.08
2008,1120,1,0,61.79
2008,1120,1,15,47.64
2008,1120,1,50,20.13
2008,1120,1,65,11.72
2008,1120,2,0,75.01
2008,1120,2,15,60.94
2008,1120,2,50,28.66
2008,1120,2,65,16.43
2008,1120,3,0,68.19
2008,1120,3,15,54.08
2008,1120,3,50,24.64
2008,1120,3,65,14.56
2008,1122,1,0,59.27
2008,1122,1,15,45.12
2008,1122,1,50,18.46
2008,1122,1,65,10.81
2008,1122,2,0,73.41
2008,1122,2,15,59.23
2008,1122,2,50,27.39
2008,1122,2,65,15.64
2008,1122,3,0,66.08
2008,1122,3,15,51.93
2008,1122,3,50,23.24
2008,1122,3,65,13.83
2008,1124,1,0,59.56
2008,1124,1,15,45.24
2008,1124,1,50,18.23
2008,1124,1,65,10.54
2008,1124,2,0,72.72
2008,1124,2,15,58.55
2008,1124,2,50,27.08
2008,1124,2,65,15.38
2008,1124,3,0,66.03
2008,1124,3,15,51.79
2008,1124,3,50,23.06
2008,1124,3,65,13.61
2008,1125,1,0,58.39
2008,1125,1,15,44.49
2008,1125,1,50,19.05
2008,1125,1,65,10.99
2008,1125,2,0,71.5
2008,1125,2,15,57.52
2008,1125,2,50,27.04
2008,1125,2,65,15.72
2008,1125,3,0,64.77
2008,1125,3,15,50.85
2008,1125,3,50,23.36
2008,1125,3,65,13.87
2008,1126,1,0,71.92
2008,1126,1,15,58.44
2008,1126,1,50,27.26
2008,1126,1,65,16.02
2008,1126,2,0,79.62
2008,1126,2,15,66
2008,1126,2,50,31.99
2008,1126,2,65,18.6
2008,1126,3,0,75.97
2008,1126,3,15,62.43
2008,1126,3,50,29.79
2008,1126,3,65,17.48
2008,1127,1,0,60.33
2008,1127,1,15,46.1
2008,1127,1,50,19.15
2008,1127,1,65,11.21
2008,1127,2,0,73.01
2008,1127,2,15,58.51
2008,1127,2,50,27.34
2008,1127,2,65,15.77
2008,1127,3,0,66.51
2008,1127,3,15,52.16
2008,1127,3,50,23.56
2008,1127,3,65,14.03
2008,1128,1,0,58.55
2008,1128,1,15,44.34
2008,1128,1,50,18.06
2008,1128,1,65,10.54
2008,1128,2,0,72.06
2008,1128,2,15,57.87
2008,1128,2,50,26.89
2008,1128,2,65,15.59
2008,1128,3,0,65.03
2008,1128,3,15,50.84
2008,1128,3,50,22.74
2008,1128,3,65,13.68
2008,1129,1,0,60.36
2008,1129,1,15,46.23
2008,1129,1,50,19.36
2008,1129,1,65,11.31
2008,1129,2,0,74.11
2008,1129,2,15,59.77
2008,1129,2,50,27.99
2008,1129,2,65,16.19
2008,1129,3,0,66.98
2008,1129,3,15,52.77
2008,1129,3,50,23.96
2008,1129,3,65,14.29
2008,1130,1,0,60.68
2008,1130,1,15,46.5
2008,1130,1,50,18.02
2008,1130,1,65,10.16
2008,1130,2,0,71.92
2008,1130,2,15,57.85
2008,1130,2,50,26.04
2008,1130,2,65,14.4
2008,1130,3,0,65.93
2008,1130,3,15,51.81
2008,1130,3,50,22.1
2008,1130,3,65,12.72
2008,1132,1,0,57.76
2008,1132,1,15,43.71
2008,1132,1,50,18.62
2008,1132,1,65,10.86
2008,1132,2,0,71.55
2008,1132,2,15,57.46
2008,1132,2,50,26.53
2008,1132,2,65,15.32
2008,1132,3,0,64.36
2008,1132,3,15,50.3
2008,1132,3,50,22.81
2008,1132,3,65,13.56
2008,1133,1,0,60.51
2008,1133,1,15,46.31
2008,1133,1,50,18.52
2008,1133,1,65,10.54
2008,1133,2,0,73.68
2008,1133,2,15,59.6
2008,1133,2,50,27.42
2008,1133,2,65,15.76
2008,1133,3,0,66.77
2008,1133,3,15,52.63
2008,1133,3,50,23.1
2008,1133,3,65,13.7
2008,1134,1,0,59.87
2008,1134,1,15,46
2008,1134,1,50,18.44
2008,1134,1,65,10.51
2008,1134,2,0,72.83
2008,1134,2,15,58.93
2008,1134,2,50,26.99
2008,1134,2,65,15.26
2008,1134,3,0,66.12
2008,1134,3,15,52.24
2008,1134,3,50,22.94
2008,1134,3,65,13.44
2008,1136,1,0,61.29
2008,1136,1,15,47.16
2008,1136,1,50,20.21
2008,1136,1,65,11.7
2008,1136,2,0,74.56
2008,1136,2,15,60.19
2008,1136,2,50,28.16
2008,1136,2,65,16.05
2008,1136,3,0,67.81
2008,1136,3,15,53.59
2008,1136,3,50,24.52
2008,1136,3,65,14.35
2008,1137,1,0,60.13
2008,1137,1,15,46.2
2008,1137,1,50,19.39
2008,1137,1,65,11.11
2008,1137,2,0,73.33
2008,1137,2,15,59.55
2008,1137,2,50,27.8
2008,1137,2,65,15.98
2008,1137,3,0,66.46
2008,1137,3,15,52.61
2008,1137,3,50,23.8
2008,1137,3,65,14.02
2008,1138,1,0,60.43
2008,1138,1,15,46.28
2008,1138,1,50,18.91
2008,1138,1,65,10.92
2008,1138,2,0,73.67
2008,1138,2,15,59.65
2008,1138,2,50,27.45
2008,1138,2,65,15.72
2008,1138,3,0,66.8
2008,1138,3,15,52.71
2008,1138,3,50,23.4
2008,1138,3,65,13.84
2008,1140,1,0,65.23
2008,1140,1,15,50.8
2008,1140,1,50,22.09
2008,1140,1,65,13.35
2008,1140,2,0,76.32
2008,1140,2,15,61.87
2008,1140,2,50,29.47
2008,1140,2,65,17.42
2008,1140,3,0,71.02
2008,1140,3,15,56.58
2008,1140,3,50,26.31
2008,1140,3,65,15.92
2008,1141,1,0,59.61
2008,1141,1,15,45.52
2008,1141,1,50,19.19
2008,1141,1,65,11.4
2008,1141,2,0,72.74
2008,1141,2,15,58.62
2008,1141,2,50,27.37
2008,1141,2,65,16.02
2008,1141,3,0,65.94
2008,1141,3,15,51.84
2008,1141,3,50,23.6
2008,1141,3,65,14.27
2008,1142,1,0,60.98
2008,1142,1,15,46.82
2008,1142,1,50,19.17
2008,1142,1,65,11.15
2008,1142,2,0,74.95
2008,1142,2,15,60.57
2008,1142,2,50,28.02
2008,1142,2,65,16.09
2008,1142,3,0,67.69
2008,1142,3,15,53.44
2008,1142,3,50,23.83
2008,1142,3,65,14.17
2008,1144,1,0,58.12
2008,1144,1,15,44
2008,1144,1,50,16.35
2008,1144,1,65,9.24
2008,1144,2,0,69.79
2008,1144,2,15,56.24
2008,1144,2,50,24.87
2008,1144,2,65,14.16
2008,1144,3,0,63.48
2008,1144,3,15,49.62
2008,1144,3,50,20.62
2008,1144,3,65,12.25
2008,1145,1,0,68.75
2008,1145,1,15,54.52
2008,1145,1,50,24.83
2008,1145,1,65,15.14
2008,1145,2,0,77.83
2008,1145,2,15,63.53
2008,1145,2,50,30.62
2008,1145,2,65,18.07
2008,1145,3,0,73.41
2008,1145,3,15,59.15
2008,1145,3,50,28.04
2008,1145,3,65,16.92
2008,1146,1,0,61.43
2008,1146,1,15,47.26
2008,1146,1,50,19.86
2008,1146,1,65,11.49
2008,1146,2,0,74.33
2008,1146,2,15,60.05
2008,1146,2,50,28.04
2008,1146,2,65,16.17
2008,1146,3,0,67.79
2008,1146,3,15,53.58
2008,1146,3,50,24.29
2008,1146,3,65,14.36
2008,1147,1,0,60.57
2008,1147,1,15,46.45
2008,1147,1,50,18.41
2008,1147,1,65,10.79
2008,1147,2,0,72.94
2008,1147,2,15,58.75
2008,1147,2,50,26.88
2008,1147,2,65,15.49
2008,1147,3,0,66.74
2008,1147,3,15,52.6
2008,1147,3,50,23.17
2008,1147,3,65,13.92
2008,1149,1,0,56.73
2008,1149,1,15,42.84
2008,1149,1,50,17.02
2008,1149,1,65,10.2
2008,1149,2,0,71.57
2008,1149,2,15,57.42
2008,1149,2,50,26.48
2008,1149,2,65,15.3
2008,1149,3,0,63.69
2008,1149,3,15,49.7
2008,1149,3,50,21.91
2008,1149,3,65,13.32
2008,1150,1,0,61.9
2008,1150,1,15,47.95
2008,1150,1,50,20.26
2008,1150,1,65,11.77
2008,1150,2,0,74.46
2008,1150,2,15,60.2
2008,1150,2,50,28.22
2008,1150,2,65,16.35
2008,1150,3,0,68.05
2008,1150,3,15,53.97
2008,1150,3,50,24.53
2008,1150,3,65,14.54
2008,1152,1,0,61.26
2008,1152,1,15,47.26
2008,1152,1,50,19.73
2008,1152,1,65,11.45
2008,1152,2,0,73.95
2008,1152,2,15,59.73
2008,1152,2,50,27.59
2008,1152,2,65,15.85
2008,1152,3,0,67.47
2008,1152,3,15,53.39
2008,1152,3,50,23.93
2008,1152,3,65,14.12
2008,1153,1,0,60.19
2008,1153,1,15,46.11
2008,1153,1,50,19.64
2008,1153,1,65,11.21
2008,1153,2,0,73.19
2008,1153,2,15,59.12
2008,1153,2,50,27.55
2008,1153,2,65,15.71
2008,1153,3,0,66.46
2008,1153,3,15,52.39
2008,1153,3,50,23.82
2008,1153,3,65,13.92
2008,1154,1,0,60.85
2008,1154,1,15,46.61
2008,1154,1,50,18.97
2008,1154,1,65,11.06
2008,1154,2,0,74.5
2008,1154,2,15,60.35
2008,1154,2,50,28.03
2008,1154,2,65,16.1
2008,1154,3,0,67.45
2008,1154,3,15,53.26
2008,1154,3,50,23.74
2008,1154,3,65,14.14
2008,1156,1,0,62.4
2008,1156,1,15,48.25
2008,1156,1,50,19.94
2008,1156,1,65,11.46
2008,1156,2,0,75.49
2008,1156,2,15,61.37
2008,1156,2,50,28.48
2008,1156,2,65,16.18
2008,1156,3,0,68.79
2008,1156,3,15,54.66
2008,1156,3,50,24.47
2008,1156,3,65,14.31
2008,1157,1,0,59.17
2008,1157,1,15,45.29
2008,1157,1,50,18.81
2008,1157,1,65,10.88
2008,1157,2,0,72.45
2008,1157,2,15,58.45
2008,1157,2,50,26.98
2008,1157,2,65,15.56
2008,1157,3,0,65.62
2008,1157,3,15,51.7
2008,1157,3,50,23.18
2008,1157,3,65,13.75
2008,1158,1,0,56.94
2008,1158,1,15,43.03
2008,1158,1,50,16.85
2008,1158,1,65,10.02
2008,1158,2,0,71.39
2008,1158,2,15,57.15
2008,1158,2,50,26.08
2008,1158,2,65,15.25
2008,1158,3,0,63.6
2008,1158,3,15,49.56
2008,1158,3,50,21.56
2008,1158,3,65,13.17
2008,1160,1,0,63.39
2008,1160,1,15,49.51
2008,1160,1,50,20.89
2008,1160,1,65,12.07
2008,1160,2,0,74.57
2008,1160,2,15,60.55
2008,1160,2,50,28.13
2008,1160,2,65,15.99
2008,1160,3,0,68.94
2008,1160,3,15,55
2008,1160,3,50,24.77
2008,1160,3,65,14.43
2008,1161,1,0,59.59
2008,1161,1,15,45.56
2008,1161,1,50,19.26
2008,1161,1,65,11.31
2008,1161,2,0,74.15
2008,1161,2,15,60.01
2008,1161,2,50,28.17
2008,1161,2,65,16.32
2008,1161,3,0,66.51
2008,1161,3,15,52.44
2008,1161,3,50,23.99
2008,1161,3,65,14.38
2008,1163,1,0,62.18
2008,1163,1,15,48.05
2008,1163,1,50,20.04
2008,1163,1,65,11.68
2008,1163,2,0,74.49
2008,1163,2,15,60.21
2008,1163,2,50,27.98
2008,1163,2,65,16
2008,1163,3,0,68.26
2008,1163,3,15,54.07
2008,1163,3,50,24.3
2008,1163,3,65,14.3
2008,1164,1,0,57.83
2008,1164,1,15,44.01
2008,1164,1,50,17.44
2008,1164,1,65,10.05
2008,1164,2,0,71.87
2008,1164,2,15,57.51
2008,1164,2,50,25.92
2008,1164,2,65,15.14
2008,1164,3,0,64.35
2008,1164,3,15,50.29
2008,1164,3,50,21.8
2008,1164,3,65,13.12
2008,1165,1,0,61.24
2008,1165,1,15,47.1
2008,1165,1,50,19.77
2008,1165,1,65,11.22
2008,1165,2,0,74.08
2008,1165,2,15,59.94
2008,1165,2,50,27.93
2008,1165,2,65,16.04
2008,1165,3,0,67.58
2008,1165,3,15,53.45
2008,1165,3,50,24.2
2008,1165,3,65,14.18
2008,1166,1,0,57.99
2008,1166,1,15,43.95
2008,1166,1,50,17.95
2008,1166,1,65,10.71
2008,1166,2,0,72.7
2008,1166,2,15,58.31
2008,1166,2,50,27.03
2008,1166,2,65,15.61
2008,1166,3,0,64.94
2008,1166,3,15,50.76
2008,1166,3,50,22.72
2008,1166,3,65,13.73
2008,1168,1,0,62.13
2008,1168,1,15,47.7
2008,1168,1,50,19.75
2008,1168,1,65,11.27
2008,1168,2,0,75.07
2008,1168,2,15,60.69
2008,1168,2,50,28.2
2008,1168,2,65,16.25
2008,1168,3,0,68.38
2008,1168,3,15,53.98
2008,1168,3,50,24.23
2008,1168,3,65,14.3
2008,1169,1,0,62.01
2008,1169,1,15,48.24
2008,1169,1,50,20.24
2008,1169,1,65,12.05
2008,1169,2,0,74
2008,1169,2,15,59.92
2008,1169,2,50,27.85
2008,1169,2,65,16.22
2008,1169,3,0,67.85
2008,1169,3,15,53.95
2008,1169,3,50,24.24
2008,1169,3,65,14.53
2008,1170,1,0,59.06
2008,1170,1,15,44.81
2008,1170,1,50,18.33
2008,1170,1,65,10.79
2008,1170,2,0,72.55
2008,1170,2,15,58.42
2008,1170,2,50,27.3
2008,1170,2,65,15.61
2008,1170,3,0,65.58
2008,1170,3,15,51.39
2008,1170,3,50,23.15
2008,1170,3,65,13.81
2008,1171,1,0,62.96
2008,1171,1,15,48.79
2008,1171,1,50,20.49
2008,1171,1,65,11.42
2008,1171,2,0,74.73
2008,1171,2,15,60.5
2008,1171,2,50,28.01
2008,1171,2,65,15.92
2008,1171,3,0,68.69
2008,1171,3,15,54.51
2008,1171,3,50,24.45
2008,1171,3,65,14.13
2008,1173,1,0,61.71
2008,1173,1,15,47.78
2008,1173,1,50,20.22
2008,1173,1,65,11.62
2008,1173,2,0,74.72
2008,1173,2,15,60.64
2008,1173,2,50,28.42
2008,1173,2,65,16.4
2008,1173,3,0,68.08
2008,1173,3,15,54.09
2008,1173,3,50,24.59
2008,1173,3,65,14.51
2008,1175,1,0,60.86
2008,1175,1,15,46.84
2008,1175,1,50,19.53
2008,1175,1,65,11.19
2008,1175,2,0,73.73
2008,1175,2,15,59.67
2008,1175,2,50,27.73
2008,1175,2,65,15.96
2008,1175,3,0,67.18
2008,1175,3,15,53.15
2008,1175,3,50,23.93
2008,1175,3,65,14.09
2008,1176,1,0,57.87
2008,1176,1,15,43.94
2008,1176,1,50,18.45
2008,1176,1,65,10.56
2008,1176,2,0,70.51
2008,1176,2,15,56.46
2008,1176,2,50,25.72
2008,1176,2,65,14.87
2008,1176,3,0,63.86
2008,1176,3,15,49.89
2008,1176,3,50,22.25
2008,1176,3,65,13.12
2008,1177,1,0,56.65
2008,1177,1,15,42.36
2008,1177,1,50,16.34
2008,1177,1,65,10.18
2008,1177,2,0,65.23
2008,1177,2,15,51.25
2008,1177,2,50,23.07
2008,1177,2,65,12
2008,1177,3,0,60.5
2008,1177,3,15,46.35
2008,1177,3,50,19.54
2008,1177,3,65,11.36
2008,1178,1,0,60.83
2008,1178,1,15,46.58
2008,1178,1,50,18.79
2008,1178,1,65,10.94
2008,1178,2,0,74.26
2008,1178,2,15,59.93
2008,1178,2,50,27.85
2008,1178,2,65,16.14
2008,1178,3,0,67.46
2008,1178,3,15,53.18
2008,1178,3,50,23.7
2008,1178,3,65,14.2
2008,1179,1,0,62.76
2008,1179,1,15,48.98
2008,1179,1,50,20.76
2008,1179,1,65,11.76
2008,1179,2,0,74.77
2008,1179,2,15,60.67
2008,1179,2,50,28.01
2008,1179,2,65,16.05
2008,1179,3,0,68.63
2008,1179,3,15,54.73
2008,1179,3,50,24.61
2008,1179,3,65,14.28
2008,1180,1,0,62.11
2008,1180,1,15,48.19
2008,1180,1,50,20.62
2008,1180,1,65,11.81
2008,1180,2,0,74.29
2008,1180,2,15,60.18
2008,1180,2,50,28.13
2008,1180,2,65,16.17
2008,1180,3,0,68.04
2008,1180,3,15,54.04
2008,1180,3,50,24.6
2008,1180,3,65,14.41
2008,1181,1,0,58.56
2008,1181,1,15,44.46
2008,1181,1,50,19.14
2008,1181,1,65,11.27
2008,1181,2,0,71.03
2008,1181,2,15,57.17
2008,1181,2,50,26.26
2008,1181,2,65,15.45
2008,1181,3,0,64.53
2008,1181,3,15,50.55
2008,1181,3,50,22.92
2008,1181,3,65,13.79
2008,1182,1,0,70.47
2008,1182,1,15,56.96
2008,1182,1,50,25.25
2008,1182,1,65,14.52
2008,1182,2,0,77.59
2008,1182,2,15,63.93
2008,1182,2,50,30.27
2008,1182,2,65,17.21
2008,1182,3,0,74.11
2008,1182,3,15,60.54
2008,1182,3,50,27.91
2008,1182,3,65,16.06
2008,1183,1,0,66.75
2008,1183,1,15,52.5
2008,1183,1,50,22.71
2008,1183,1,65,12.92
2008,1183,2,0,76.83
2008,1183,2,15,62.42
2008,1183,2,50,28.92
2008,1183,2,65,16.17
2008,1183,3,0,71.9
2008,1183,3,15,57.59
2008,1183,3,50,26.1
2008,1183,3,65,14.88
2008,1184,1,0,58.71
2008,1184,1,15,45.29
2008,1184,1,50,19.41
2008,1184,1,65,11.18
2008,1184,2,0,72.01
2008,1184,2,15,57.93
2008,1184,2,50,26.33
2008,1184,2,65,15.28
2008,1184,3,0,65.05
2008,1184,3,15,51.35
2008,1184,3,50,23.01
2008,1184,3,65,13.57
2008,1185,1,0,63.84
2008,1185,1,15,50.03
2008,1185,1,50,21.41
2008,1185,1,65,12.2
2008,1185,2,0,75.87
2008,1185,2,15,61.88
2008,1185,2,50,29.1
2008,1185,2,65,16.97
2008,1185,3,0,69.69
2008,1185,3,15,55.82
2008,1185,3,50,25.44
2008,1185,3,65,14.94
2008,1186,1,0,58.71
2008,1186,1,15,44.41
2008,1186,1,50,17.81
2008,1186,1,65,10.52
2008,1186,2,0,72.05
2008,1186,2,15,57.78
2008,1186,2,50,26.42
2008,1186,2,65,15.49
2008,1186,3,0,65.14
2008,1186,3,15,50.86
2008,1186,3,50,22.44
2008,1186,3,65,13.64
2008,1187,1,0,59.76
2008,1187,1,15,45.46
2008,1187,1,50,18.08
2008,1187,1,65,10.35
2008,1187,2,0,72.53
2008,1187,2,15,58.23
2008,1187,2,50,26.56
2008,1187,2,65,15.17
2008,1187,3,0,65.92
2008,1187,3,15,51.63
2008,1187,3,50,22.61
2008,1187,3,65,13.35
2008,1188,1,0,60.19
2008,1188,1,15,46.01
2008,1188,1,50,19.02
2008,1188,1,65,11.16
2008,1188,2,0,73.58
2008,1188,2,15,59.28
2008,1188,2,50,27.3
2008,1188,2,65,15.38
2008,1188,3,0,66.6
2008,1188,3,15,52.37
2008,1188,3,50,23.36
2008,1188,3,65,13.79
2008,1189,1,0,62.67
2008,1189,1,15,48.34
2008,1189,1,50,19.87
2008,1189,1,65,11.21
2008,1189,2,0,75.4
2008,1189,2,15,61.04
2008,1189,2,50,28.28
2008,1189,2,65,16.04
2008,1189,3,0,68.87
2008,1189,3,15,54.54
2008,1189,3,50,24.35
2008,1189,3,65,14.17
2008,1190,1,0,65.62
2008,1190,1,15,51.59
2008,1190,1,50,22.86
2008,1190,1,65,13.26
2008,1190,2,0,77.02
2008,1190,2,15,63.05
2008,1190,2,50,29.9
2008,1190,2,65,17.25
2008,1190,3,0,71.4
2008,1190,3,15,57.41
2008,1190,3,50,26.72
2008,1190,3,65,15.64
2008,1191,1,0,67.16
2008,1191,1,15,53.08
2008,1191,1,50,22.96
2008,1191,1,65,13.04
2008,1191,2,0,76.97
2008,1191,2,15,62.63
2008,1191,2,50,29.37
2008,1191,2,65,16.57
2008,1191,3,0,72.2
2008,1191,3,15,58.01
2008,1191,3,50,26.44
2008,1191,3,65,15.14
2008,1192,1,0,63.91
2008,1192,1,15,49.65
2008,1192,1,50,21.04
2008,1192,1,65,12.18
2008,1192,2,0,76.08
2008,1192,2,15,61.79
2008,1192,2,50,29.12
2008,1192,2,65,16.79
2008,1192,3,0,69.96
2008,1192,3,15,55.69
2008,1192,3,50,25.38
2008,1192,3,65,14.97
2008,1193,1,0,54.79
2008,1193,1,15,41.31
2008,1193,1,50,17.45
2008,1193,1,65,9.84
2008,1193,2,0,65.67
2008,1193,2,15,52.02
2008,1193,2,50,23.38
2008,1193,2,65,13.95
2008,1193,3,0,60.1
2008,1193,3,15,46.56
2008,1193,3,50,20.55
2008,1193,3,65,12.18
2008,1194,1,0,60.65
2008,1194,1,15,46.63
2008,1194,1,50,19.23
2008,1194,1,65,10.9
2008,1194,2,0,74.3
2008,1194,2,15,60.16
2008,1194,2,50,27.79
2008,1194,2,65,15.89
2008,1194,3,0,67.29
2008,1194,3,15,53.23
2008,1194,3,50,23.81
2008,1194,3,65,13.99
2008,1195,1,0,60.62
2008,1195,1,15,46.79
2008,1195,1,50,19.43
2008,1195,1,65,10.91
2008,1195,2,0,72.28
2008,1195,2,15,58.67
2008,1195,2,50,27.05
2008,1195,2,65,15.46
2008,1195,3,0,66.36
2008,1195,3,15,52.64
2008,1195,3,50,23.5
2008,1195,3,65,13.64
2008,1196,1,0,70.09
2008,1196,1,15,56.84
