year,reg_sk,sex_sk,age,dr
2009,1181,3,45,0.011555
2009,1181,3,50,0.015517
2009,1181,3,55,0.020715
2009,1181,3,60,0.027396
2009,1181,3,65,0.03712
2009,1181,3,70,0.048848
2009,1181,3,75,0.07431
2009,1181,3,80,0.104968
2009,1181,3,85,0.191905
2009,1182,1,0,0.017302
2009,1182,1,1,0.00133
2009,1182,1,5,5.28e-4
2009,1182,1,10,3.49e-4
2009,1182,1,15,6.96e-4
2009,1182,1,20,0.001216
2009,1182,1,25,0.001774
2009,1182,1,30,0.002422
2009,1182,1,35,0.003133
2009,1182,1,40,0.003728
2009,1182,1,45,0.006167
2009,1182,1,50,0.009154
2009,1182,1,55,0.013177
2009,1182,1,60,0.021838
2009,1182,1,65,0.031398
2009,1182,1,70,0.048087
2009,1182,1,75,0.072979
2009,1182,1,80,0.117504
2009,1182,1,85,0.182137
2009,1182,2,0,0.012157
2009,1182,2,1,8.44e-4
2009,1182,2,5,3.56e-4
2009,1182,2,10,2.11e-4
2009,1182,2,15,3.73e-4
2009,1182,2,20,5.08e-4
2009,1182,2,25,6.23e-4
2009,1182,2,30,6.31e-4
2009,1182,2,35,9.79e-4
2009,1182,2,40,0.00142
2009,1182,2,45,0.001979
2009,1182,2,50,0.003688
2009,1182,2,55,0.00627
2009,1182,2,60,0.008776
2009,1182,2,65,0.014846
2009,1182,2,70,0.030359
2009,1182,2,75,0.057407
2009,1182,2,80,0.097187
2009,1182,2,85,0.192171
2009,1182,3,0,0.014773
2009,1182,3,1,0.001091
2009,1182,3,5,4.43e-4
2009,1182,3,10,2.81e-4
2009,1182,3,15,5.33e-4
2009,1182,3,20,8.45e-4
2009,1182,3,25,0.001184
2009,1182,3,30,0.001496
2009,1182,3,35,0.002019
2009,1182,3,40,0.002526
2009,1182,3,45,0.003992
2009,1182,3,50,0.006274
2009,1182,3,55,0.009473
2009,1182,3,60,0.014602
2009,1182,3,65,0.02188
2009,1182,3,70,0.037596
2009,1182,3,75,0.063719
2009,1182,3,80,0.104507
2009,1182,3,85,0.189827
2009,1183,1,0,0.007142
2009,1183,1,1,4.4e-4
2009,1183,1,5,3.48e-4
2009,1183,1,10,2.84e-4
2009,1183,1,15,0.001114
2009,1183,1,20,0.002015
2009,1183,1,25,0.003375
2009,1183,1,30,0.004917
2009,1183,1,35,0.007051
2009,1183,1,40,0.0078
2009,1183,1,45,0.010936
2009,1183,1,50,0.015763
2009,1183,1,55,0.02021
2009,1183,1,60,0.030917
2009,1183,1,65,0.039187
2009,1183,1,70,0.061143
2009,1183,1,75,0.090516
2009,1183,1,80,0.129736
2009,1183,1,85,0.195052
2009,1183,2,0,0.00544
2009,1183,2,1,3.71e-4
2009,1183,2,5,1.6e-4
2009,1183,2,10,2.52e-4
2009,1183,2,15,3.94e-4
2009,1183,2,20,2.73e-4
2009,1183,2,25,8.01e-4
2009,1183,2,30,9.39e-4
2009,1183,2,35,0.001014
2009,1183,2,40,0.001703
2009,1183,2,45,0.002251
2009,1183,2,50,0.003902
2009,1183,2,55,0.006318
2009,1183,2,60,0.011124
2009,1183,2,65,0.018598
2009,1183,2,70,0.035816
2009,1183,2,75,0.057898
2009,1183,2,80,0.09993
2009,1183,2,85,0.198397
2009,1183,3,0,0.006298
2009,1183,3,1,4.07e-4
2009,1183,3,5,2.56e-4
2009,1183,3,10,2.68e-4
2009,1183,3,15,7.48e-4
2009,1183,3,20,0.001115
2009,1183,3,25,0.002055
2009,1183,3,30,0.002869
2009,1183,3,35,0.0039
2009,1183,3,40,0.00456
2009,1183,3,45,0.006281
2009,1183,3,50,0.009317
2009,1183,3,55,0.012523
2009,1183,3,60,0.019369
2009,1183,3,65,0.026154
2009,1183,3,70,0.044886
2009,1183,3,75,0.070625
2009,1183,3,80,0.108839
2009,1183,3,85,0.197861
2009,1184,1,0,0.011197
2009,1184,1,1,0.001079
2009,1184,1,5,1.3e-4
2009,1184,1,10,4.44e-4
2009,1184,1,15,0.002768
2009,1184,1,20,0.004931
2009,1184,1,25,0.007432
2009,1184,1,30,0.009178
2009,1184,1,35,0.009471
2009,1184,1,40,0.012656
2009,1184,1,45,0.015301
2009,1184,1,50,0.019927
2009,1184,1,55,0.031257
2009,1184,1,60,0.043202
2009,1184,1,65,0.050249
2009,1184,1,70,0.088277
2009,1184,1,75,0.11424
2009,1184,1,80,0.150535
2009,1184,1,85,0.266513
2009,1184,2,0,0.008065
2009,1184,2,1,7.05e-4
2009,1184,2,5,4.11e-4
2009,1184,2,10,1.5e-4
2009,1184,2,15,0.001396
2009,1184,2,20,0.001593
2009,1184,2,25,0.002221
2009,1184,2,30,0.002173
2009,1184,2,35,0.002884
2009,1184,2,40,0.003647
2009,1184,2,45,0.006439
2009,1184,2,50,0.008026
2009,1184,2,55,0.010941
2009,1184,2,60,0.014247
2009,1184,2,65,0.022952
2009,1184,2,70,0.043478
2009,1184,2,75,0.059234
2009,1184,2,80,0.088101
2009,1184,2,85,0.177043
2009,1184,3,0,0.009644
2009,1184,3,1,8.96e-4
2009,1184,3,5,2.67e-4
2009,1184,3,10,2.98e-4
2009,1184,3,15,0.002049
2009,1184,3,20,0.003236
2009,1184,3,25,0.004789
2009,1184,3,30,0.00558
2009,1184,3,35,0.006029
2009,1184,3,40,0.008042
2009,1184,3,45,0.010695
2009,1184,3,50,0.013593
2009,1184,3,55,0.020217
2009,1184,3,60,0.026596
2009,1184,3,65,0.033567
2009,1184,3,70,0.059511
2009,1184,3,75,0.076843
2009,1184,3,80,0.103656
2009,1184,3,85,0.192931
2009,1185,1,0,0.014186
2009,1185,1,1,3.7e-4
2009,1185,1,5,3.46e-4
2009,1185,1,10,2.25e-4
2009,1185,1,15,0.001841
2009,1185,1,20,0.002612
2009,1185,1,25,0.004144
2009,1185,1,30,0.005931
2009,1185,1,35,0.006566
2009,1185,1,40,0.009488
2009,1185,1,45,0.011869
2009,1185,1,50,0.015784
2009,1185,1,55,0.02565
2009,1185,1,60,0.041753
2009,1185,1,65,0.050312
2009,1185,1,70,0.071726
2009,1185,1,75,0.09428
2009,1185,1,80,0.12528
2009,1185,1,85,0.222668
2009,1185,2,0,0.011136
2009,1185,2,1,0.00093000000000000005
2009,1185,2,5,0
2009,1185,2,10,2.3e-4
2009,1185,2,15,5.2e-4
2009,1185,2,20,0.001151
2009,1185,2,25,9.25e-4
2009,1185,2,30,0.001515
2009,1185,2,35,0.001126
2009,1185,2,40,0.002804
2009,1185,2,45,0.002599
2009,1185,2,50,0.004808
2009,1185,2,55,0.009287
2009,1185,2,60,0.010069
2009,1185,2,65,0.024244
2009,1185,2,70,0.035198
2009,1185,2,75,0.060305
2009,1185,2,80,0.099551
2009,1185,2,85,0.157913
2009,1185,3,0,0.01273
2009,1185,3,1,6.39e-4
2009,1185,3,5,1.8e-4
2009,1185,3,10,2.28e-4
2009,1185,3,15,0.001177
2009,1185,3,20,0.001888
2009,1185,3,25,0.002563
2009,1185,3,30,0.003711
2009,1185,3,35,0.003791
2009,1185,3,40,0.006076
2009,1185,3,45,0.007074
2009,1185,3,50,0.010007
2009,1185,3,55,0.016664000000000002
2009,1185,3,60,0.023381
2009,1185,3,65,0.034076
2009,1185,3,70,0.049331
2009,1185,3,75,0.073441
2009,1185,3,80,0.106767
2009,1185,3,85,0.169195
2009,1186,1,0,0.005633
2009,1186,1,1,4.32e-4
2009,1186,1,5,3.7e-4
2009,1186,1,10,5.91e-4
2009,1186,1,15,0.001176
2009,1186,1,20,0.003198
2009,1186,1,25,0.005629
2009,1186,1,30,0.007847
2009,1186,1,35,0.011073
2009,1186,1,40,0.013391
2009,1186,1,45,0.020293
2009,1186,1,50,0.02721
2009,1186,1,55,0.038256
2009,1186,1,60,0.046056
2009,1186,1,65,0.056988
2009,1186,1,70,0.083936
2009,1186,1,75,0.106739
2009,1186,1,80,0.156041
2009,1186,1,85,0.221144
2009,1186,2,0,0.004571
2009,1186,2,1,2.99e-4
2009,1186,2,5,3.9e-4
2009,1186,2,10,1.4e-4
2009,1186,2,15,6.48e-4
2009,1186,2,20,7.58e-4
2009,1186,2,25,0.001552
2009,1186,2,30,0.002101
2009,1186,2,35,0.002967
2009,1186,2,40,0.004301
2009,1186,2,45,0.006875
2009,1186,2,50,0.009829
2009,1186,2,55,0.011601
2009,1186,2,60,0.014876
2009,1186,2,65,0.022752
2009,1186,2,70,0.034172
2009,1186,2,75,0.061746
2009,1186,2,80,0.097106
2009,1186,2,85,0.195177
2009,1186,3,0,0.005115
2009,1186,3,1,3.67e-4
2009,1186,3,5,3.8e-4
2009,1186,3,10,3.73e-4
2009,1186,3,15,9.14e-4
2009,1186,3,20,0.001989
2009,1186,3,25,0.003618
2009,1186,3,30,0.004974
2009,1186,3,35,0.006963
2009,1186,3,40,0.008648
2009,1186,3,45,0.013192
2009,1186,3,50,0.017625
2009,1186,3,55,0.022822
2009,1186,3,60,0.027329
2009,1186,3,65,0.034633
2009,1186,3,70,0.049389
2009,1186,3,75,0.0735
2009,1186,3,80,0.109804
2009,1186,3,85,0.19894
2009,1187,1,0,0.005463
2009,1187,1,1,5.12e-4
2009,1187,1,5,3.22e-4
2009,1187,1,10,2.53e-4
2009,1187,1,15,0.00174
2009,1187,1,20,0.002822
2009,1187,1,25,0.005431
2009,1187,1,30,0.00667
2009,1187,1,35,0.009398
2009,1187,1,40,0.012247
2009,1187,1,45,0.0182
2009,1187,1,50,0.026245
2009,1187,1,55,0.035884
2009,1187,1,60,0.044831
2009,1187,1,65,0.067694
2009,1187,1,70,0.082456
2009,1187,1,75,0.112393
2009,1187,1,80,0.150635
2009,1187,1,85,0.213488
2009,1187,2,0,0.004902
2009,1187,2,1,2.39e-4
2009,1187,2,5,1.26e-4
2009,1187,2,10,5.62e-4
2009,1187,2,15,9.15e-4
2009,1187,2,20,8.19e-4
2009,1187,2,25,0.001271
2009,1187,2,30,0.002078
2009,1187,2,35,0.003146
2009,1187,2,40,0.004435
2009,1187,2,45,0.005928
2009,1187,2,50,0.00798
2009,1187,2,55,0.011609
2009,1187,2,60,0.016211
2009,1187,2,65,0.028564
2009,1187,2,70,0.037579
2009,1187,2,75,0.067515
2009,1187,2,80,0.106412
2009,1187,2,85,0.188724
2009,1187,3,0,0.005187
2009,1187,3,1,3.77e-4
2009,1187,3,5,2.26e-4
2009,1187,3,10,4.05e-4
2009,1187,3,15,0.001342
2009,1187,3,20,0.001854
2009,1187,3,25,0.003411
2009,1187,3,30,0.004392
2009,1187,3,35,0.006261
2009,1187,3,40,0.008281
2009,1187,3,45,0.011785
2009,1187,3,50,0.016293
2009,1187,3,55,0.022184
2009,1187,3,60,0.027564
2009,1187,3,65,0.042303
2009,1187,3,70,0.052078
2009,1187,3,75,0.078974
2009,1187,3,80,0.11527
2009,1187,3,85,0.192423
2009,1188,1,0,0.00866
2009,1188,1,1,6.34e-4
2009,1188,1,5,4.02e-4
2009,1188,1,10,2.39e-4
2009,1188,1,15,0.001798
2009,1188,1,20,0.003328
2009,1188,1,25,0.004457
2009,1188,1,30,0.007242
2009,1188,1,35,0.011037
2009,1188,1,40,0.01171
2009,1188,1,45,0.017492
2009,1188,1,50,0.021526
2009,1188,1,55,0.029094
2009,1188,1,60,0.042059
2009,1188,1,65,0.056633
2009,1188,1,70,0.075409
2009,1188,1,75,0.106288
2009,1188,1,80,0.160851
2009,1188,1,85,0.221009
2009,1188,2,0,0.006082
2009,1188,2,1,6.02e-4
2009,1188,2,5,1.83e-4
2009,1188,2,10,2.43e-4
2009,1188,2,15,6.96e-4
2009,1188,2,20,9.62e-4
2009,1188,2,25,9.87e-4
2009,1188,2,30,0.001737
2009,1188,2,35,0.003032
2009,1188,2,40,0.003844
2009,1188,2,45,0.004382
2009,1188,2,50,0.006159
2009,1188,2,55,0.010474
2009,1188,2,60,0.013962
2009,1188,2,65,0.02131
2009,1188,2,70,0.037357
2009,1188,2,75,0.065768
2009,1188,2,80,0.109136
2009,1188,2,85,0.189686
2009,1188,3,0,0.007388
2009,1188,3,1,6.18e-4
2009,1188,3,5,2.95e-4
2009,1188,3,10,2.41e-4
2009,1188,3,15,0.001252
2009,1188,3,20,0.002155
2009,1188,3,25,0.002746
2009,1188,3,30,0.004465
2009,1188,3,35,0.006915
2009,1188,3,40,0.007612
2009,1188,3,45,0.010624
2009,1188,3,50,0.013224
2009,1188,3,55,0.018766
2009,1188,3,60,0.026151
2009,1188,3,65,0.034409
2009,1188,3,70,0.04985
2009,1188,3,75,0.076674
2009,1188,3,80,0.120349
2009,1188,3,85,0.194321
2009,1189,1,0,0.008207
2009,1189,1,1,5.08e-4
2009,1189,1,5,2.74e-4
2009,1189,1,10,4.12e-4
2009,1189,1,15,0.00122
2009,1189,1,20,0.002548
2009,1189,1,25,0.002977
2009,1189,1,30,0.005592
2009,1189,1,35,0.007281
2009,1189,1,40,0.009659
2009,1189,1,45,0.013768
2009,1189,1,50,0.019411
2009,1189,1,55,0.027269
2009,1189,1,60,0.04107
2009,1189,1,65,0.056304
2009,1189,1,70,0.077226
2009,1189,1,75,0.112691
2009,1189,1,80,0.150315
2009,1189,1,85,0.206509
2009,1189,2,0,0.004935
2009,1189,2,1,4.05e-4
2009,1189,2,5,1.75e-4
2009,1189,2,10,2.7e-4
2009,1189,2,15,4.37e-4
2009,1189,2,20,6.12e-4
2009,1189,2,25,8.49e-4
2009,1189,2,30,0.001721
2009,1189,2,35,0.001537
2009,1189,2,40,0.002848
2009,1189,2,45,0.003541
2009,1189,2,50,0.00467
2009,1189,2,55,0.007726
2009,1189,2,60,0.013127
2009,1189,2,65,0.019982
2009,1189,2,70,0.033303
2009,1189,2,75,0.063065
2009,1189,2,80,0.098887
2009,1189,2,85,0.195502
2009,1189,3,0,0.006589
2009,1189,3,1,4.58e-4
2009,1189,3,5,2.26e-4
2009,1189,3,10,3.43e-4
2009,1189,3,15,8.19e-4
2009,1189,3,20,0.001572
2009,1189,3,25,0.001932
2009,1189,3,30,0.003675
2009,1189,3,35,0.004367
2009,1189,3,40,0.006202
2009,1189,3,45,0.008496
2009,1189,3,50,0.011542
2009,1189,3,55,0.016402
2009,1189,3,60,0.024761
2009,1189,3,65,0.033219
2009,1189,3,70,0.048051
2009,1189,3,75,0.076874
2009,1189,3,80,0.109632
2009,1189,3,85,0.197039
2009,1190,1,0,0.010524
2009,1190,1,1,7.12e-4
2009,1190,1,5,1.41e-4
2009,1190,1,10,3.56e-4
2009,1190,1,15,7.45e-4
2009,1190,1,20,0.00162
2009,1190,1,25,0.003123
2009,1190,1,30,0.00491
2009,1190,1,35,0.00713
2009,1190,1,40,0.00892
2009,1190,1,45,0.011002
2009,1190,1,50,0.014308
2009,1190,1,55,0.022004
2009,1190,1,60,0.02962
2009,1190,1,65,0.038064
2009,1190,1,70,0.056104
2009,1190,1,75,0.081276
2009,1190,1,80,0.120877
2009,1190,1,85,0.177933
2009,1190,2,0,0.007472
2009,1190,2,1,2.88e-4
2009,1190,2,5,1.99e-4
2009,1190,2,10,4.5e-5
2009,1190,2,15,3.08e-4
2009,1190,2,20,5.54e-4
2009,1190,2,25,4.6e-4
2009,1190,2,30,8.31e-4
2009,1190,2,35,0.00124
2009,1190,2,40,0.001892
2009,1190,2,45,0.002428
2009,1190,2,50,0.004133
2009,1190,2,55,0.006846
2009,1190,2,60,0.009209
2009,1190,2,65,0.015886
2009,1190,2,70,0.028126
2009,1190,2,75,0.053798
2009,1190,2,80,0.096639
2009,1190,2,85,0.180948
2009,1190,3,0,0.009018
2009,1190,3,1,5.05e-4
2009,1190,3,5,1.69e-4
2009,1190,3,10,2.02e-4
2009,1190,3,15,5.35e-4
2009,1190,3,20,0.001093
2009,1190,3,25,0.001758
2009,1190,3,30,0.002789
2009,1190,3,35,0.004043
2009,1190,3,40,0.005197
2009,1190,3,45,0.006378
2009,1190,3,50,0.008667
2009,1190,3,55,0.013369
2009,1190,3,60,0.017573
2009,1190,3,65,0.024196
2009,1190,3,70,0.03828
2009,1190,3,75,0.06351
2009,1190,3,80,0.103681
2009,1190,3,85,0.180347
2009,1191,1,0,0.011876
2009,1191,1,1,6.21e-4
2009,1191,1,5,3.53e-4
2009,1191,1,10,6.8e-5
2009,1191,1,15,0.001217
2009,1191,1,20,0.002029
2009,1191,1,25,0.00324
2009,1191,1,30,0.004257
2009,1191,1,35,0.005282
2009,1191,1,40,0.006196
2009,1191,1,45,0.009061
2009,1191,1,50,0.012547
2009,1191,1,55,0.018526
2009,1191,1,60,0.026159
2009,1191,1,65,0.039935
2009,1191,1,70,0.054294
2009,1191,1,75,0.082774
2009,1191,1,80,0.131905
2009,1191,1,85,0.225355
2009,1191,2,0,0.005031
2009,1191,2,1,3.22e-4
2009,1191,2,5,3.6e-4
2009,1191,2,10,1.38e-4
2009,1191,2,15,4.79e-4
2009,1191,2,20,4.85e-4
2009,1191,2,25,4.34e-4
2009,1191,2,30,5.58e-4
2009,1191,2,35,0.001911
2009,1191,2,40,0.002078
2009,1191,2,45,0.002676
2009,1191,2,50,0.00329
2009,1191,2,55,0.006668
2009,1191,2,60,0.008973
2009,1191,2,65,0.01939
2009,1191,2,70,0.029036
2009,1191,2,75,0.057113
2009,1191,2,80,0.096859
2009,1191,2,85,0.179848
2009,1191,3,0,0.008551
2009,1191,3,1,4.75e-4
2009,1191,3,5,3.56e-4
2009,1191,3,10,1.03e-4
2009,1191,3,15,8.41e-4
2009,1191,3,20,0.001222
2009,1191,3,25,0.001769
2009,1191,3,30,0.002301
2009,1191,3,35,0.003501
2009,1191,3,40,0.004001
2009,1191,3,45,0.005646
2009,1191,3,50,0.007526
2009,1191,3,55,0.011903
2009,1191,3,60,0.0163
2009,1191,3,65,0.02692
2009,1191,3,70,0.038184
2009,1191,3,75,0.067446
2009,1191,3,80,0.108307
2009,1191,3,85,0.189954
2009,1192,1,0,0.006956
2009,1192,1,1,3.36e-4
2009,1192,1,5,3.86e-4
2009,1192,1,10,3.71e-4
2009,1192,1,15,9.12e-4
2009,1192,1,20,0.002063
2009,1192,1,25,0.003511
2009,1192,1,30,0.005345
2009,1192,1,35,0.006385
2009,1192,1,40,0.008322
2009,1192,1,45,0.011617
2009,1192,1,50,0.016697
2009,1192,1,55,0.023571
2009,1192,1,60,0.033972
2009,1192,1,65,0.045478
2009,1192,1,70,0.064277
2009,1192,1,75,0.09314
2009,1192,1,80,0.136305
2009,1192,1,85,0.218229
2009,1192,2,0,0.005137
2009,1192,2,1,3.79e-4
2009,1192,2,5,2.32e-4
2009,1192,2,10,1.47e-4
2009,1192,2,15,3.96e-4
2009,1192,2,20,5.56e-4
2009,1192,2,25,0.00112
2009,1192,2,30,0.001389
2009,1192,2,35,0.001829
2009,1192,2,40,0.002309
2009,1192,2,45,0.003388
2009,1192,2,50,0.004925
2009,1192,2,55,0.007649
2009,1192,2,60,0.011612
2009,1192,2,65,0.018446
2009,1192,2,70,0.029366
2009,1192,2,75,0.052854
2009,1192,2,80,0.093017
2009,1192,2,85,0.187619
2009,1192,3,0,0.00607
2009,1192,3,1,3.57e-4
2009,1192,3,5,3.11e-4
2009,1192,3,10,2.61e-4
2009,1192,3,15,6.52e-4
2009,1192,3,20,0.001306
2009,1192,3,25,0.002305
2009,1192,3,30,0.003319
2009,1192,3,35,0.004042
2009,1192,3,40,0.005202
2009,1192,3,45,0.007292
2009,1192,3,50,0.010276
2009,1192,3,55,0.014584
2009,1192,3,60,0.021004
2009,1192,3,65,0.02871
2009,1192,3,70,0.041593
2009,1192,3,75,0.065331
2009,1192,3,80,0.103646
2009,1192,3,85,0.19255
2009,1193,1,0,0.020612
2009,1193,1,1,0.00212
2009,1193,1,5,7.49e-4
2009,1193,1,10,6.99e-4
2009,1193,1,15,0.004467
2009,1193,1,20,0.007946
2009,1193,1,25,0.009878
2009,1193,1,30,0.013339
2009,1193,1,35,0.012701
2009,1193,1,40,0.018248
2009,1193,1,45,0.022279
2009,1193,1,50,0.028426
2009,1193,1,55,0.037787
2009,1193,1,60,0.049831
2009,1193,1,65,0.072356
2009,1193,1,70,0.097406
2009,1193,1,75,0.120378
2009,1193,1,80,0.151847
2009,1193,1,85,0.367648
2009,1193,2,0,0.012279
2009,1193,2,1,9.55e-4
2009,1193,2,5,0.001101
2009,1193,2,10,5.51e-4
2009,1193,2,15,0.001797
2009,1193,2,20,0.003167
2009,1193,2,25,0.003643
2009,1193,2,30,0.006167
2009,1193,2,35,0.005959
2009,1193,2,40,0.008123
2009,1193,2,45,0.010954
2009,1193,2,50,0.013901
2009,1193,2,55,0.018907
2009,1193,2,60,0.02698
2009,1193,2,65,0.033814
2009,1193,2,70,0.055983
2009,1193,2,75,0.076614
2009,1193,2,80,0.116586
2009,1193,2,85,0.168916
2009,1193,3,0,0.016511
2009,1193,3,1,0.001552
2009,1193,3,5,9.21e-4
2009,1193,3,10,6.26e-4
2009,1193,3,15,0.00312
2009,1193,3,20,0.005509
2009,1193,3,25,0.006661
2009,1193,3,30,0.009533
2009,1193,3,35,0.009009
2009,1193,3,40,0.012727
2009,1193,3,45,0.015985
2009,1193,3,50,0.020282
2009,1193,3,55,0.027053
2009,1193,3,60,0.036645
2009,1193,3,65,0.049194
2009,1193,3,70,0.071572
2009,1193,3,75,0.090641
2009,1193,3,80,0.125923
2009,1193,3,85,0.20542
2009,1194,1,0,0.009258
2009,1194,1,1,4.08e-4
2009,1194,1,5,3.59e-4
2009,1194,1,10,3.88e-4
2009,1194,1,15,0.001723
2009,1194,1,20,0.003177
2009,1194,1,25,0.004989
2009,1194,1,30,0.006853
2009,1194,1,35,0.008037
2009,1194,1,40,0.010854
2009,1194,1,45,0.014413
2009,1194,1,50,0.020545
2009,1194,1,55,0.028616
2009,1194,1,60,0.040388
2009,1194,1,65,0.05256
2009,1194,1,70,0.076604
2009,1194,1,75,0.107716
2009,1194,1,80,0.148797
2009,1194,1,85,0.221007
2009,1194,2,0,0.006373
2009,1194,2,1,3.73e-4
2009,1194,2,5,7.6e-5
2009,1194,2,10,1.36e-4
2009,1194,2,15,7.42e-4
2009,1194,2,20,6.6e-4
2009,1194,2,25,0.001095
2009,1194,2,30,0.001512
2009,1194,2,35,0.002101
2009,1194,2,40,0.003064
2009,1194,2,45,0.003568
2009,1194,2,50,0.005759
2009,1194,2,55,0.009482
2009,1194,2,60,0.013271
2009,1194,2,65,0.022201
2009,1194,2,70,0.032372
2009,1194,2,75,0.056745
2009,1194,2,80,0.097188
2009,1194,2,85,0.192051
2009,1194,3,0,0.007846
2009,1194,3,1,3.91e-4
2009,1194,3,5,2.21e-4
2009,1194,3,10,2.65e-4
2009,1194,3,15,0.001221
2009,1194,3,20,0.001922
2009,1194,3,25,0.003047
2009,1194,3,30,0.00413
2009,1194,3,35,0.004988
2009,1194,3,40,0.006786
2009,1194,3,45,0.008614
2009,1194,3,50,0.012468
2009,1194,3,55,0.017831
2009,1194,3,60,0.024558
2009,1194,3,65,0.033319
2009,1194,3,70,0.046491
2009,1194,3,75,0.070201
2009,1194,3,80,0.107886
2009,1194,3,85,0.195759
2009,1195,1,0,0.009107
2009,1195,1,1,6.52e-4
2009,1195,1,5,4.73e-4
2009,1195,1,10,4.25e-4
2009,1195,1,15,0.001861
2009,1195,1,20,0.00345
2009,1195,1,25,0.004584
2009,1195,1,30,0.008078
2009,1195,1,35,0.0097
2009,1195,1,40,0.010506
2009,1195,1,45,0.013316
2009,1195,1,50,0.021074
2009,1195,1,55,0.028703
2009,1195,1,60,0.039866
2009,1195,1,65,0.05596
2009,1195,1,70,0.07176
2009,1195,1,75,0.109407
2009,1195,1,80,0.15713
2009,1195,1,85,0.238253
2009,1195,2,0,0.007538
2009,1195,2,1,8.55e-4
2009,1195,2,5,2.84e-4
2009,1195,2,10,2.24e-4
2009,1195,2,15,9.22e-4
2009,1195,2,20,0.001145
2009,1195,2,25,0.001178
2009,1195,2,30,0.002882
2009,1195,2,35,0.002353
2009,1195,2,40,0.00342
2009,1195,2,45,0.006034
2009,1195,2,50,0.007301
2009,1195,2,55,0.011736
2009,1195,2,60,0.016629
2009,1195,2,65,0.023902
2009,1195,2,70,0.037378
2009,1195,2,75,0.060085
2009,1195,2,80,0.097152
2009,1195,2,85,0.19719
2009,1195,3,0,0.008344
2009,1195,3,1,7.5e-4
2009,1195,3,5,3.8e-4
2009,1195,3,10,3.27e-4
2009,1195,3,15,0.001382
2009,1195,3,20,0.002287
2009,1195,3,25,0.002874
2009,1195,3,30,0.005415
2009,1195,3,35,0.005918
2009,1195,3,40,0.006833
2009,1195,3,45,0.009404
2009,1195,3,50,0.013494
2009,1195,3,55,0.019117
2009,1195,3,60,0.026267
2009,1195,3,65,0.035867
2009,1195,3,70,0.049295
2009,1195,3,75,0.075159
2009,1195,3,80,0.111439
2009,1195,3,85,0.204108
2009,1196,1,0,0.019758
2009,1196,1,1,6.4e-4
2009,1196,1,5,4.14e-4
2009,1196,1,10,4.54e-4
2009,1196,1,15,5.57e-4
2009,1196,1,20,0.001396
2009,1196,1,25,0.001951
2009,1196,1,30,0.00279
2009,1196,1,35,0.00305
2009,1196,1,40,0.004492
2009,1196,1,45,0.00649
2009,1196,1,50,0.010398
2009,1196,1,55,0.015761
2009,1196,1,60,0.021888
2009,1196,1,65,0.041195
2009,1196,1,70,0.062211
2009,1196,1,75,0.08034
2009,1196,1,80,0.133086
2009,1196,1,85,0.194373
2009,1196,2,0,0.015059
2009,1196,2,1,5.37e-4
2009,1196,2,5,2.03e-4
2009,1196,2,10,3.64e-4
2009,1196,2,15,2.24e-4
2009,1196,2,20,4.89e-4
2009,1196,2,25,6.18e-4
2009,1196,2,30,0.001093
2009,1196,2,35,0.001613
2009,1196,2,40,0.001891
2009,1196,2,45,0.002509
2009,1196,2,50,0.004623
2009,1196,2,55,0.007443
2009,1196,2,60,0.012171
2009,1196,2,65,0.021642
2009,1196,2,70,0.037803
2009,1196,2,75,0.066653
2009,1196,2,80,0.107619
2009,1196,2,85,0.2
2009,1196,3,0,0.01745
2009,1196,3,1,5.89e-4
2009,1196,3,5,3.09e-4
2009,1196,3,10,4.09e-4
2009,1196,3,15,3.83e-4
2009,1196,3,20,9.58e-4
2009,1196,3,25,0.0013
2009,1196,3,30,0.001935
2009,1196,3,35,0.002306
2009,1196,3,40,0.003102
2009,1196,3,45,0.004386
2009,1196,3,50,0.007346
2009,1196,3,55,0.011375
2009,1196,3,60,0.016526
2009,1196,3,65,0.029587
2009,1196,3,70,0.047067
2009,1196,3,75,0.072492
2009,1196,3,80,0.11695
2009,1196,3,85,0.198463
2009,1197,1,0,0.007182
2009,1197,1,1,6.15e-4
2009,1197,1,5,3.56e-4
2009,1197,1,10,3.04e-4
2009,1197,1,15,0.001264
2009,1197,1,20,0.00271
2009,1197,1,25,0.003988
2009,1197,1,30,0.006446
2009,1197,1,35,0.008539
2009,1197,1,40,0.010728
2009,1197,1,45,0.014842
2009,1197,1,50,0.018793
2009,1197,1,55,0.025565
2009,1197,1,60,0.037101
2009,1197,1,65,0.049895
2009,1197,1,70,0.072612
2009,1197,1,75,0.098863
2009,1197,1,80,0.143515
2009,1197,1,85,0.20267
2009,1197,2,0,0.006712
2009,1197,2,1,4.93e-4
2009,1197,2,5,1.01e-4
2009,1197,2,10,3.49e-4
2009,1197,2,15,3.66e-4
2009,1197,2,20,8.56e-4
2009,1197,2,25,0.001305
2009,1197,2,30,0.001831
2009,1197,2,35,0.002289
2009,1197,2,40,0.003054
2009,1197,2,45,0.004185
2009,1197,2,50,0.00501
2009,1197,2,55,0.008873
2009,1197,2,60,0.013288
2009,1197,2,65,0.020127
2009,1197,2,70,0.033011
2009,1197,2,75,0.055462
2009,1197,2,80,0.096808
2009,1197,2,85,0.186833
2009,1197,3,0,0.00695
2009,1197,3,1,5.55e-4
2009,1197,3,5,2.31e-4
2009,1197,3,10,3.26e-4
