year,reg_sk,sex_sk,age,dr
1997,1191,1,5,7.69e-4
1997,1191,1,10,4.72e-4
1997,1191,1,15,0.001312
1997,1191,1,20,0.003026
1997,1191,1,25,0.003755
1997,1191,1,30,0.004684
1997,1191,1,35,0.004772
1997,1191,1,40,0.008015
1997,1191,1,45,0.012456
1997,1191,1,50,0.016297
1997,1191,1,55,0.021945
1997,1191,1,60,0.030506
1997,1191,1,65,0.047302
1997,1191,1,70,0.062378
1997,1191,1,75,0.088003
1997,1191,1,80,0.144498
1997,1191,1,85,0.177773
1997,1191,2,0,0.020231
1997,1191,2,1,0.001056
1997,1191,2,5,4.71e-4
1997,1191,2,10,1.44e-4
1997,1191,2,15,3.9e-4
1997,1191,2,20,4.38e-4
1997,1191,2,25,0.001285
1997,1191,2,30,0.001102
1997,1191,2,35,0.001643
1997,1191,2,40,0.001741
1997,1191,2,45,0.003162
1997,1191,2,50,0.005624
1997,1191,2,55,0.008125
1997,1191,2,60,0.014789
1997,1191,2,65,0.022256
1997,1191,2,70,0.033941
1997,1191,2,75,0.052919
1997,1191,2,80,0.092894
1997,1191,2,85,0.178955
1997,1191,3,0,0.024359
1997,1191,3,1,0.001389
1997,1191,3,5,6.21e-4
1997,1191,3,10,3.09e-4
1997,1191,3,15,8.45e-4
1997,1191,3,20,0.001713
1997,1191,3,25,0.002472
1997,1191,3,30,0.00284
1997,1191,3,35,0.003139
1997,1191,3,40,0.004738
1997,1191,3,45,0.007586
1997,1191,3,50,0.0104
1997,1191,3,55,0.01387
1997,1191,3,60,0.021807
1997,1191,3,65,0.033113
1997,1191,3,70,0.043843
1997,1191,3,75,0.06337
1997,1191,3,80,0.106355
1997,1191,3,85,0.17908
1997,1192,1,0,0.018978
1997,1192,1,1,9.48e-4
1997,1192,1,5,5.21e-4
1997,1192,1,10,4.63e-4
1997,1192,1,15,0.001404
1997,1192,1,20,0.003615
1997,1192,1,25,0.004182
1997,1192,1,30,0.005698
1997,1192,1,35,0.007579
1997,1192,1,40,0.010152
1997,1192,1,45,0.015159
1997,1192,1,50,0.019146
1997,1192,1,55,0.025801
1997,1192,1,60,0.035333
1997,1192,1,65,0.050038
1997,1192,1,70,0.069784
1997,1192,1,75,0.09983
1997,1192,1,80,0.138649
1997,1192,1,85,0.230323
1997,1192,2,0,0.014921
1997,1192,2,1,7.52e-4
1997,1192,2,5,3.22e-4
1997,1192,2,10,2.61e-4
1997,1192,2,15,5.07e-4
1997,1192,2,20,8.97e-4
1997,1192,2,25,8.69e-4
1997,1192,2,30,0.001266
1997,1192,2,35,0.001772
1997,1192,2,40,0.002343
1997,1192,2,45,0.004382
1997,1192,2,50,0.005942
1997,1192,2,55,0.008996
1997,1192,2,60,0.012888
1997,1192,2,65,0.0212
1997,1192,2,70,0.033283
1997,1192,2,75,0.059713
1997,1192,2,80,0.09862
1997,1192,2,85,0.189417
1997,1192,3,0,0.01699
1997,1192,3,1,8.52e-4
1997,1192,3,5,4.23e-4
1997,1192,3,10,3.63e-4
1997,1192,3,15,9.48e-4
1997,1192,3,20,0.002239
1997,1192,3,25,0.002528
1997,1192,3,30,0.003454
1997,1192,3,35,0.004635
1997,1192,3,40,0.006086
1997,1192,3,45,0.009522
1997,1192,3,50,0.012065
1997,1192,3,55,0.016388
1997,1192,3,60,0.022319
1997,1192,3,65,0.032385
1997,1192,3,70,0.044345
1997,1192,3,75,0.069158
1997,1192,3,80,0.106499
1997,1192,3,85,0.195865
1997,1193,1,0,0.036067
1997,1193,1,1,0.005889
1997,1193,1,5,0.00107
1997,1193,1,10,0.001338
1997,1193,1,15,0.005408
1997,1193,1,20,0.012759
1997,1193,1,25,0.015791
1997,1193,1,30,0.016532
1997,1193,1,35,0.015364
1997,1193,1,40,0.017187
1997,1193,1,45,0.023666
1997,1193,1,50,0.029488
1997,1193,1,55,0.040593
1997,1193,1,60,0.060285
1997,1193,1,65,0.067269
1997,1193,1,70,0.107908
1997,1193,1,75,0.166803
1997,1193,1,80,0.185958
1997,1193,1,85,0.181185
1997,1193,2,0,0.03004
1997,1193,2,1,0.003892
1997,1193,2,5,3.82e-4
1997,1193,2,10,5.67e-4
1997,1193,2,15,0.002159
1997,1193,2,20,0.002824
1997,1193,2,25,0.00308
1997,1193,2,30,0.004955
1997,1193,2,35,0.007204
1997,1193,2,40,0.010512
1997,1193,2,45,0.013747
1997,1193,2,50,0.021153
1997,1193,2,55,0.025142
1997,1193,2,60,0.030021
1997,1193,2,65,0.040631
1997,1193,2,70,0.062316
1997,1193,2,75,0.079518
1997,1193,2,80,0.117013
1997,1193,2,85,0.111498
1997,1193,3,0,0.033114
1997,1193,3,1,0.004894
1997,1193,3,5,7.29e-4
1997,1193,3,10,9.47e-4
1997,1193,3,15,0.003751
1997,1193,3,20,0.007774
1997,1193,3,25,0.00934
1997,1193,3,30,0.010543
1997,1193,3,35,0.011106
1997,1193,3,40,0.013701
1997,1193,3,45,0.018373
1997,1193,3,50,0.025047
1997,1193,3,55,0.032253
1997,1193,3,60,0.043686
1997,1193,3,65,0.051557
1997,1193,3,70,0.078115
1997,1193,3,75,0.108268
1997,1193,3,80,0.136911
1997,1193,3,85,0.12892
1997,1194,1,0,0.016089
1997,1194,1,1,8.02e-4
1997,1194,1,5,5.57e-4
1997,1194,1,10,4.63e-4
1997,1194,1,15,0.001899
1997,1194,1,20,0.004082
1997,1194,1,25,0.005153
1997,1194,1,30,0.00611
1997,1194,1,35,0.008074
1997,1194,1,40,0.010152
1997,1194,1,45,0.014414
1997,1194,1,50,0.019534
1997,1194,1,55,0.028944
1997,1194,1,60,0.041743
1997,1194,1,65,0.059331
1997,1194,1,70,0.082981
1997,1194,1,75,0.115101
1997,1194,1,80,0.172896
1997,1194,1,85,0.270674
1997,1194,2,0,0.014641
1997,1194,2,1,9.64e-4
1997,1194,2,5,2.9e-4
1997,1194,2,10,2.21e-4
1997,1194,2,15,9.38e-4
1997,1194,2,20,8.88e-4
1997,1194,2,25,0.001063
1997,1194,2,30,0.001291
1997,1194,2,35,0.001687
1997,1194,2,40,0.002737
1997,1194,2,45,0.003718
1997,1194,2,50,0.006033
1997,1194,2,55,0.011504
1997,1194,2,60,0.015539
1997,1194,2,65,0.026124
1997,1194,2,70,0.040307
1997,1194,2,75,0.07155
1997,1194,2,80,0.116298
1997,1194,2,85,0.223568
1997,1194,3,0,0.015378
1997,1194,3,1,8.81e-4
1997,1194,3,5,4.26e-4
1997,1194,3,10,3.43e-4
1997,1194,3,15,0.001416
1997,1194,3,20,0.00248
1997,1194,3,25,0.003097
1997,1194,3,30,0.003678
1997,1194,3,35,0.004821
1997,1194,3,40,0.006334
1997,1194,3,45,0.008843
1997,1194,3,50,0.012334
1997,1194,3,55,0.01907
1997,1194,3,60,0.026007
1997,1194,3,65,0.038085
1997,1194,3,70,0.051831
1997,1194,3,75,0.080292
1997,1194,3,80,0.125786
1997,1194,3,85,0.229652
1997,1195,1,0,0.026465
1997,1195,1,1,0.001504
1997,1195,1,5,5.75e-4
1997,1195,1,10,9.8e-4
1997,1195,1,15,0.002528
1997,1195,1,20,0.006088
1997,1195,1,25,0.007312
1997,1195,1,30,0.007718
1997,1195,1,35,0.010249
1997,1195,1,40,0.013191
1997,1195,1,45,0.017822
1997,1195,1,50,0.023809
1997,1195,1,55,0.035928
1997,1195,1,60,0.04931
1997,1195,1,65,0.060095
1997,1195,1,70,0.075633
1997,1195,1,75,0.105577
1997,1195,1,80,0.155791
1997,1195,1,85,0.261253
1997,1195,2,0,0.017083
1997,1195,2,1,0.001747
1997,1195,2,5,5.85e-4
1997,1195,2,10,2.65e-4
1997,1195,2,15,0.00129
1997,1195,2,20,0.001382
1997,1195,2,25,0.001985
1997,1195,2,30,0.002541
1997,1195,2,35,0.004017
1997,1195,2,40,0.004089
1997,1195,2,45,0.005881
1997,1195,2,50,0.008308
1997,1195,2,55,0.012892
1997,1195,2,60,0.02019
1997,1195,2,65,0.028675
1997,1195,2,70,0.042265
1997,1195,2,75,0.08385
1997,1195,2,80,0.12005300000000001
1997,1195,2,85,0.196703
1997,1195,3,0,0.021966
1997,1195,3,1,0.001627
1997,1195,3,5,5.8e-4
1997,1195,3,10,6.23e-4
1997,1195,3,15,0.001901
1997,1195,3,20,0.003682
1997,1195,3,25,0.004606
1997,1195,3,30,0.005135
1997,1195,3,35,0.007113
1997,1195,3,40,0.008548
1997,1195,3,45,0.011696
1997,1195,3,50,0.015715
1997,1195,3,55,0.023387
1997,1195,3,60,0.032766000000000003
1997,1195,3,65,0.041165
1997,1195,3,70,0.052686
1997,1195,3,75,0.089879
1997,1195,3,80,0.12812
1997,1195,3,85,0.208864
1997,1196,1,0,NA
1997,1196,1,1,NA
1997,1196,1,5,NA
1997,1196,1,10,NA
1997,1196,1,15,NA
1997,1196,1,20,NA
1997,1196,1,25,NA
1997,1196,1,30,NA
1997,1196,1,35,NA
1997,1196,1,40,NA
1997,1196,1,45,NA
1997,1196,1,50,NA
1997,1196,1,55,NA
1997,1196,1,60,NA
1997,1196,1,65,NA
1997,1196,1,70,NA
1997,1196,1,75,NA
1997,1196,1,80,NA
1997,1196,1,85,NA
1997,1196,2,0,NA
1997,1196,2,1,NA
1997,1196,2,5,NA
1997,1196,2,10,NA
1997,1196,2,15,NA
1997,1196,2,20,NA
1997,1196,2,25,NA
1997,1196,2,30,NA
1997,1196,2,35,NA
1997,1196,2,40,NA
1997,1196,2,45,NA
1997,1196,2,50,NA
1997,1196,2,55,NA
1997,1196,2,60,NA
1997,1196,2,65,NA
1997,1196,2,70,NA
1997,1196,2,75,NA
1997,1196,2,80,NA
1997,1196,2,85,NA
1997,1196,3,0,NA
1997,1196,3,1,NA
1997,1196,3,5,NA
1997,1196,3,10,NA
1997,1196,3,15,NA
1997,1196,3,20,NA
1997,1196,3,25,NA
1997,1196,3,30,NA
1997,1196,3,35,NA
1997,1196,3,40,NA
1997,1196,3,45,NA
1997,1196,3,50,NA
1997,1196,3,55,NA
1997,1196,3,60,NA
1997,1196,3,65,NA
1997,1196,3,70,NA
1997,1196,3,75,NA
1997,1196,3,80,NA
1997,1196,3,85,NA
1997,1197,1,0,0.017724
1997,1197,1,1,0.001376
1997,1197,1,5,5.43e-4
1997,1197,1,10,5.15e-4
1997,1197,1,15,0.001446
1997,1197,1,20,0.003427
1997,1197,1,25,0.004289
1997,1197,1,30,0.005871
1997,1197,1,35,0.007489
1997,1197,1,40,0.010098
1997,1197,1,45,0.013655
1997,1197,1,50,0.018562
1997,1197,1,55,0.026576
1997,1197,1,60,0.036607
1997,1197,1,65,0.050716
1997,1197,1,70,0.069571
1997,1197,1,75,0.111416
1997,1197,1,80,0.1463
1997,1197,1,85,0.24487
1997,1197,2,0,0.014654
1997,1197,2,1,6.87e-4
1997,1197,2,5,3.01e-4
1997,1197,2,10,4e-4
1997,1197,2,15,6.93e-4
1997,1197,2,20,9.79e-4
1997,1197,2,25,0.001054
1997,1197,2,30,0.001486
1997,1197,2,35,0.001779
1997,1197,2,40,0.002779
1997,1197,2,45,0.00408
1997,1197,2,50,0.006627
1997,1197,2,55,0.010443
1997,1197,2,60,0.016496
1997,1197,2,65,0.024288
1997,1197,2,70,0.037627
1997,1197,2,75,0.061748
1997,1197,2,80,0.108087
1997,1197,2,85,0.203464
1997,1197,3,0,0.016218
1997,1197,3,1,0.00104
1997,1197,3,5,4.24e-4
1997,1197,3,10,4.57e-4
1997,1197,3,15,0.001064
1997,1197,3,20,0.002183
1997,1197,3,25,0.0025959999999999998
1997,1197,3,30,0.003692
1997,1197,3,35,0.004635
1997,1197,3,40,0.006368
1997,1197,3,45,0.008687
1997,1197,3,50,0.012132
1997,1197,3,55,0.017445
1997,1197,3,60,0.024666
1997,1197,3,65,0.034208
1997,1197,3,70,0.046528
1997,1197,3,75,0.072083
1997,1197,3,80,0.115065
1997,1197,3,85,0.209282
1997,1198,1,0,0.022916
1997,1198,1,1,0.001661
1997,1198,1,5,4.25e-4
1997,1198,1,10,7.13e-4
1997,1198,1,15,0.002428
1997,1198,1,20,0.005887
1997,1198,1,25,0.006653
1997,1198,1,30,0.008155
1997,1198,1,35,0.010228
1997,1198,1,40,0.011404
1997,1198,1,45,0.014449
1997,1198,1,50,0.020497
1997,1198,1,55,0.031587
1997,1198,1,60,0.044601
1997,1198,1,65,0.057046
1997,1198,1,70,0.077793
1997,1198,1,75,0.105231
1997,1198,1,80,0.174615
1997,1198,1,85,0.231998
1997,1198,2,0,0.016389
1997,1198,2,1,9.2e-4
1997,1198,2,5,2.74e-4
1997,1198,2,10,2.52e-4
1997,1198,2,15,8.43e-4
1997,1198,2,20,0.001265
1997,1198,2,25,0.001353
1997,1198,2,30,0.001751
1997,1198,2,35,0.002568
1997,1198,2,40,0.003535
1997,1198,2,45,0.005651
1997,1198,2,50,0.008621
1997,1198,2,55,0.013464
1997,1198,2,60,0.021262
1997,1198,2,65,0.035918
1997,1198,2,70,0.050552
1997,1198,2,75,0.090921
1997,1198,2,80,0.123336
1997,1198,2,85,0.19801
1997,1198,3,0,0.019714
1997,1198,3,1,0.001297
1997,1198,3,5,3.52e-4
1997,1198,3,10,4.83e-4
1997,1198,3,15,0.001631
1997,1198,3,20,0.003623
1997,1198,3,25,0.004095
1997,1198,3,30,0.005014
1997,1198,3,35,0.006436
1997,1198,3,40,0.007436
1997,1198,3,45,0.00995
1997,1198,3,50,0.014339
1997,1198,3,55,0.022079
1997,1198,3,60,0.031501
1997,1198,3,65,0.044214
1997,1198,3,70,0.059942
1997,1198,3,75,0.095358
1997,1198,3,80,0.137358
1997,1198,3,85,0.206674
1997,1199,1,0,0.029694
1997,1199,1,1,0.001689
1997,1199,1,5,0.001664
1997,1199,1,10,8.79e-4
1997,1199,1,15,0.002343
1997,1199,1,20,0.005355
1997,1199,1,25,0.006844
1997,1199,1,30,0.007457
1997,1199,1,35,0.009752
1997,1199,1,40,0.013036
1997,1199,1,45,0.016985
1997,1199,1,50,0.025357
1997,1199,1,55,0.034151
1997,1199,1,60,0.043998
1997,1199,1,65,0.05954
1997,1199,1,70,0.079456
1997,1199,1,75,0.122127
1997,1199,1,80,0.141489
1997,1199,1,85,0.185268
1997,1199,2,0,0.019105
1997,1199,2,1,0.001323
1997,1199,2,5,6.16e-4
1997,1199,2,10,5.19e-4
1997,1199,2,15,0.001088
1997,1199,2,20,0.001189
1997,1199,2,25,0.001868
1997,1199,2,30,0.001937
1997,1199,2,35,0.00396
1997,1199,2,40,0.002981
1997,1199,2,45,0.006113
1997,1199,2,50,0.009806
1997,1199,2,55,0.011806
1997,1199,2,60,0.020367
1997,1199,2,65,0.02972
1997,1199,2,70,0.051034
1997,1199,2,75,0.082356
1997,1199,2,80,0.130753
1997,1199,2,85,0.172194
1997,1199,3,0,0.024447
1997,1199,3,1,0.00151
1997,1199,3,5,0.00115
1997,1199,3,10,7.05e-4
1997,1199,3,15,0.00175
1997,1199,3,20,0.003448
1997,1199,3,25,0.004172
1997,1199,3,30,0.004777
1997,1199,3,35,0.006949
1997,1199,3,40,0.008026
1997,1199,3,45,0.011455
1997,1199,3,50,0.017456
1997,1199,3,55,0.02185
1997,1199,3,60,0.030256
1997,1199,3,65,0.041455
1997,1199,3,70,0.060347
1997,1199,3,75,0.093405
1997,1199,3,80,0.134013
1997,1199,3,85,0.175767
1998,1100,1,0,0.019235
1998,1100,1,1,0.001066
1998,1100,1,5,5.98e-4
1998,1100,1,10,5.49e-4
1998,1100,1,15,0.001884
1998,1100,1,20,0.004042
1998,1100,1,25,0.004705
1998,1100,1,30,0.005843
1998,1100,1,35,0.007466
1998,1100,1,40,0.010338
1998,1100,1,45,0.014463
1998,1100,1,50,0.019573
1998,1100,1,55,0.028384
1998,1100,1,60,0.037913
1998,1100,1,65,0.054761
1998,1100,1,70,0.073986
1998,1100,1,75,0.101799
1998,1100,1,80,0.148675
1998,1100,1,85,0.225095
1998,1100,2,0,0.014381
1998,1100,2,1,8.34e-4
1998,1100,2,5,3.59e-4
1998,1100,2,10,3.17e-4
1998,1100,2,15,7.91e-4
1998,1100,2,20,0.001001
1998,1100,2,25,0.001175
1998,1100,2,30,0.001452
1998,1100,2,35,0.001948
1998,1100,2,40,0.002856
1998,1100,2,45,0.00438
1998,1100,2,50,0.006368
1998,1100,2,55,0.009923
1998,1100,2,60,0.014434
1998,1100,2,65,0.024119
1998,1100,2,70,0.03966
1998,1100,2,75,0.065902
1998,1100,2,80,0.111949
1998,1100,2,85,0.208607
1998,1100,3,0,0.016868
1998,1100,3,1,9.53e-4
1998,1100,3,5,4.81e-4
1998,1100,3,10,4.35e-4
1998,1100,3,15,0.001345
1998,1100,3,20,0.002534
1998,1100,3,25,0.002968
1998,1100,3,30,0.003643
1998,1100,3,35,0.004676
1998,1100,3,40,0.006494
1998,1100,3,45,0.009196
1998,1100,3,50,0.012506
1998,1100,3,55,0.017971
1998,1100,3,60,0.024265
1998,1100,3,65,0.035902
1998,1100,3,70,0.050458
1998,1100,3,75,0.074576
1998,1100,3,80,0.11973
1998,1100,3,85,0.211781
1998,1101,1,0,0.01781
1998,1101,1,1,0.001045
1998,1101,1,5,5.12e-4
1998,1101,1,10,4.41e-4
1998,1101,1,15,0.001972
1998,1101,1,20,0.003863
1998,1101,1,25,0.004888
1998,1101,1,30,0.005512
1998,1101,1,35,0.006533
1998,1101,1,40,0.009765
1998,1101,1,45,0.01258
1998,1101,1,50,0.019166
1998,1101,1,55,0.025973
1998,1101,1,60,0.036822
1998,1101,1,65,0.05092
1998,1101,1,70,0.070356
1998,1101,1,75,0.099773
1998,1101,1,80,0.144972
1998,1101,1,85,0.220288
1998,1101,2,0,0.012104
1998,1101,2,1,7.25e-4
1998,1101,2,5,2.54e-4
1998,1101,2,10,3.3e-4
1998,1101,2,15,7.89e-4
1998,1101,2,20,0.001162
1998,1101,2,25,0.001138
1998,1101,2,30,0.001439
1998,1101,2,35,0.001848
1998,1101,2,40,0.002615
1998,1101,2,45,0.003999
1998,1101,2,50,0.006349
1998,1101,2,55,0.010357
1998,1101,2,60,0.014739
1998,1101,2,65,0.023669
1998,1101,2,70,0.038332
1998,1101,2,75,0.063793
1998,1101,2,80,0.102295
1998,1101,2,85,0.200618
1998,1101,3,0,0.015019
1998,1101,3,1,8.89e-4
1998,1101,3,5,3.86e-4
1998,1101,3,10,3.86e-4
1998,1101,3,15,0.001379
1998,1101,3,20,0.002508
1998,1101,3,25,0.003027
1998,1101,3,30,0.003475
1998,1101,3,35,0.004168
1998,1101,3,40,0.006117
1998,1101,3,45,0.008143
1998,1101,3,50,0.012365
1998,1101,3,55,0.017214
1998,1101,3,60,0.024337
1998,1101,3,65,0.034651
1998,1101,3,70,0.048263
1998,1101,3,75,0.072455
1998,1101,3,80,0.111103
1998,1101,3,85,0.204147
1998,1103,1,0,0.018322
1998,1103,1,1,0.001078
1998,1103,1,5,5.89e-4
1998,1103,1,10,4.7e-4
1998,1103,1,15,0.001638
1998,1103,1,20,0.003697
1998,1103,1,25,0.004247
1998,1103,1,30,0.005412
1998,1103,1,35,0.007305
1998,1103,1,40,0.009647
1998,1103,1,45,0.012627
1998,1103,1,50,0.01847
1998,1103,1,55,0.025952
1998,1103,1,60,0.034603
1998,1103,1,65,0.049349
1998,1103,1,70,0.068402
1998,1103,1,75,0.095008
1998,1103,1,80,0.146813
1998,1103,1,85,0.235782
1998,1103,2,0,0.014705
1998,1103,2,1,6.97e-4
1998,1103,2,5,3.74e-4
1998,1103,2,10,3.13e-4
1998,1103,2,15,7.08e-4
1998,1103,2,20,9.22e-4
1998,1103,2,25,9.9e-4
1998,1103,2,30,0.001201
1998,1103,2,35,0.001682
1998,1103,2,40,0.002855
1998,1103,2,45,0.003885
1998,1103,2,50,0.005638
1998,1103,2,55,0.008974
1998,1103,2,60,0.012924
1998,1103,2,65,0.023108
1998,1103,2,70,0.039215
1998,1103,2,75,0.064502
1998,1103,2,80,0.110307
1998,1103,2,85,0.212626
1998,1103,3,0,0.016575
1998,1103,3,1,8.92e-4
1998,1103,3,5,4.84e-4
1998,1103,3,10,3.93e-4
1998,1103,3,15,0.001176
1998,1103,3,20,0.002299
1998,1103,3,25,0.002626
1998,1103,3,30,0.003284
1998,1103,3,35,0.004446
1998,1103,3,40,0.006161
1998,1103,3,45,0.008068
1998,1103,3,50,0.011558
1998,1103,3,55,0.016294
1998,1103,3,60,0.022203
1998,1103,3,65,0.033745
1998,1103,3,70,0.048915
1998,1103,3,75,0.07301
1998,1103,3,80,0.119142
1998,1103,3,85,0.217393
1998,1104,1,0,0.02721
1998,1104,1,1,0.001097
1998,1104,1,5,8.82e-4
1998,1104,1,10,6.27e-4
1998,1104,1,15,0.002336
1998,1104,1,20,0.005442
1998,1104,1,25,0.005597
1998,1104,1,30,0.007827
1998,1104,1,35,0.010533
1998,1104,1,40,0.014588
1998,1104,1,45,0.020137
1998,1104,1,50,0.024913
1998,1104,1,55,0.034134
1998,1104,1,60,0.046272
1998,1104,1,65,0.060349
1998,1104,1,70,0.077241
1998,1104,1,75,0.106988
1998,1104,1,80,0.148214
1998,1104,1,85,0.235704
1998,1104,2,0,0.017417
1998,1104,2,1,9.55e-4
1998,1104,2,5,4.02e-4
1998,1104,2,10,3.68e-4
1998,1104,2,15,0.001003
1998,1104,2,20,0.001202
1998,1104,2,25,0.001716
1998,1104,2,30,0.002205
1998,1104,2,35,0.002988
1998,1104,2,40,0.0039
1998,1104,2,45,0.006308
1998,1104,2,50,0.008802
1998,1104,2,55,0.013527
1998,1104,2,60,0.017769
1998,1104,2,65,0.027281
1998,1104,2,70,0.042732
1998,1104,2,75,0.069957
1998,1104,2,80,0.10608
1998,1104,2,85,0.19708
1998,1104,3,0,0.022449
1998,1104,3,1,0.001028
1998,1104,3,5,6.47e-4
1998,1104,3,10,5e-4
1998,1104,3,15,0.001669
1998,1104,3,20,0.00332
1998,1104,3,25,0.003723
1998,1104,3,30,0.005038
1998,1104,3,35,0.006748
1998,1104,3,40,0.009139
1998,1104,3,45,0.012955
1998,1104,3,50,0.016306
1998,1104,3,55,0.022801
1998,1104,3,60,0.02993
1998,1104,3,65,0.040291
1998,1104,3,70,0.053597
1998,1104,3,75,0.079185
1998,1104,3,80,0.115085
1998,1104,3,85,0.203671
1998,1105,1,0,0.022658
1998,1105,1,1,0.001145
1998,1105,1,5,7.56e-4
1998,1105,1,10,6.98e-4
1998,1105,1,15,0.00215
1998,1105,1,20,0.004234
1998,1105,1,25,0.00502
1998,1105,1,30,0.006345
1998,1105,1,35,0.007542
1998,1105,1,40,0.010649
1998,1105,1,45,0.015224
1998,1105,1,50,0.020102
1998,1105,1,55,0.030802
1998,1105,1,60,0.041303
1998,1105,1,65,0.060485
1998,1105,1,70,0.077913
1998,1105,1,75,0.110785
1998,1105,1,80,0.164048
1998,1105,1,85,0.221138
1998,1105,2,0,0.015862
1998,1105,2,1,9.26e-4
1998,1105,2,5,4e-4
1998,1105,2,10,4.88e-4
1998,1105,2,15,0.001117
1998,1105,2,20,0.001258
1998,1105,2,25,0.001375
1998,1105,2,30,0.001892
1998,1105,2,35,0.002385
1998,1105,2,40,0.003545
1998,1105,2,45,0.005295
1998,1105,2,50,0.006572
1998,1105,2,55,0.011382
1998,1105,2,60,0.016692
1998,1105,2,65,0.02772
1998,1105,2,70,0.044075
1998,1105,2,75,0.071628
1998,1105,2,80,0.1201
1998,1105,2,85,0.19437
1998,1105,3,0,0.019348
1998,1105,3,1,0.001038
1998,1105,3,5,5.82e-4
1998,1105,3,10,5.95e-4
1998,1105,3,15,0.00168
1998,1105,3,20,0.002851
1998,1105,3,25,0.003289
1998,1105,3,30,0.0042
1998,1105,3,35,0.005022
1998,1105,3,40,0.007056
1998,1105,3,45,0.010088
1998,1105,3,50,0.012952
1998,1105,3,55,0.020041
1998,1105,3,60,0.027198
1998,1105,3,65,0.040301
1998,1105,3,70,0.055491
1998,1105,3,75,0.082113
1998,1105,3,80,0.132199
1998,1105,3,85,0.201243
1998,1107,1,0,0.017314
1998,1107,1,1,0.001036
1998,1107,1,5,6.16e-4
1998,1107,1,10,4.34e-4
1998,1107,1,15,0.001263
1998,1107,1,20,0.003415
1998,1107,1,25,0.003749
1998,1107,1,30,0.005434
1998,1107,1,35,0.006674
1998,1107,1,40,0.00895
1998,1107,1,45,0.012267
1998,1107,1,50,0.01727
1998,1107,1,55,0.026066
1998,1107,1,60,0.033853
1998,1107,1,65,0.04985
1998,1107,1,70,0.064919
1998,1107,1,75,0.092475
1998,1107,1,80,0.140763
1998,1107,1,85,0.233617
1998,1107,2,0,0.015191
1998,1107,2,1,8.6e-4
1998,1107,2,5,2.69e-4
1998,1107,2,10,2.31e-4
1998,1107,2,15,6.45e-4
1998,1107,2,20,8.29e-4
1998,1107,2,25,9.32e-4
1998,1107,2,30,0.001235
1998,1107,2,35,0.001912
1998,1107,2,40,0.002497
1998,1107,2,45,0.003858
1998,1107,2,50,0.005673
1998,1107,2,55,0.008871
1998,1107,2,60,0.012309
1998,1107,2,65,0.022505
1998,1107,2,70,0.038178
1998,1107,2,75,0.059936
1998,1107,2,80,0.108449
1998,1107,2,85,0.207227
1998,1107,3,0,0.016278
1998,1107,3,1,9.5e-4
1998,1107,3,5,4.47e-4
1998,1107,3,10,3.34e-4
1998,1107,3,15,9.59e-4
1998,1107,3,20,0.002103
1998,1107,3,25,0.002337
1998,1107,3,30,0.003302
1998,1107,3,35,0.004246
1998,1107,3,40,0.005627
1998,1107,3,45,0.007878
1998,1107,3,50,0.010959
1998,1107,3,55,0.016255
1998,1107,3,60,0.021573
1998,1107,3,65,0.033521
1998,1107,3,70,0.047201
1998,1107,3,75,0.06876
1998,1107,3,80,0.116153
1998,1107,3,85,0.212991
1998,1108,1,0,0.020776
1998,1108,1,1,0.001284
1998,1108,1,5,6.55e-4
1998,1108,1,10,6.83e-4
1998,1108,1,15,0.002134
1998,1108,1,20,0.003579
1998,1108,1,25,0.006139
1998,1108,1,30,0.007394
1998,1108,1,35,0.009886
1998,1108,1,40,0.012976
1998,1108,1,45,0.017681
1998,1108,1,50,0.022041
1998,1108,1,55,0.033918
1998,1108,1,60,0.046191
1998,1108,1,65,0.06587
1998,1108,1,70,0.082741
1998,1108,1,75,0.117084
1998,1108,1,80,0.166264
1998,1108,1,85,0.229608
1998,1108,2,0,0.01992
1998,1108,2,1,6.7e-4
1998,1108,2,5,2.25e-4
1998,1108,2,10,4.52e-4
1998,1108,2,15,0.001028
1998,1108,2,20,0.001293
1998,1108,2,25,0.001432
1998,1108,2,30,0.002266
1998,1108,2,35,0.00252
1998,1108,2,40,0.003679
1998,1108,2,45,0.0049
1998,1108,2,50,0.007036
1998,1108,2,55,0.012902
1998,1108,2,60,0.01702
1998,1108,2,65,0.028872
1998,1108,2,70,0.046138
1998,1108,2,75,0.074784
1998,1108,2,80,0.125979
1998,1108,2,85,0.212007
1998,1108,3,0,0.020384
1998,1108,3,1,9.81e-4
1998,1108,3,5,4.43e-4
1998,1108,3,10,5.7e-4
1998,1108,3,15,0.001637
1998,1108,3,20,0.002523
1998,1108,3,25,0.003801
1998,1108,3,30,0.004884
1998,1108,3,35,0.006253
1998,1108,3,40,0.008238
1998,1108,3,45,0.01105
1998,1108,3,50,0.014202
1998,1108,3,55,0.022409
1998,1108,3,60,0.029352
1998,1108,3,65,0.042561
1998,1108,3,70,0.05815
1998,1108,3,75,0.085937
1998,1108,3,80,0.137351
1998,1108,3,85,0.217806
1998,1110,1,0,0.029985
1998,1110,1,1,0.001281
1998,1110,1,5,7.24e-4
1998,1110,1,10,5.5e-4
1998,1110,1,15,0.002292
1998,1110,1,20,0.004592
1998,1110,1,25,0.005896
1998,1110,1,30,0.006314
1998,1110,1,35,0.008795
1998,1110,1,40,0.012089
1998,1110,1,45,0.015679
1998,1110,1,50,0.021799
