year,reg_sk,sex_sk,esp_year,age_sk,sdr
1991,1193,2,2013,999,19.27
1991,1193,3,1976,0,4.04
1991,1193,3,1976,15,7.2
1991,1193,3,1976,50,21.66
1991,1193,3,1976,65,69.78
1991,1193,3,1976,999,15.99
1991,1193,3,2013,0,3.62
1991,1193,3,2013,15,7.39
1991,1193,3,2013,50,22.11
1991,1193,3,2013,65,79.07
1991,1193,3,2013,999,23.63
1991,1194,1,1976,0,2.14
1991,1194,1,1976,15,5.41
1991,1194,1,1976,50,23.23
1991,1194,1,1976,65,92.5
1991,1194,1,1976,999,17.48
1991,1194,1,2013,0,1.94
1991,1194,1,2013,15,5.63
1991,1194,1,2013,50,23.8
1991,1194,1,2013,65,105.47
1991,1194,1,2013,999,28.05
1991,1194,2,1976,0,1.45
1991,1194,2,1976,15,1.43
1991,1194,2,1976,50,8.92
1991,1194,2,1976,65,56.42
1991,1194,2,1976,999,8.83
1991,1194,2,2013,0,1.29
1991,1194,2,2013,15,1.49
1991,1194,2,2013,50,9.15
1991,1194,2,2013,65,67.06
1991,1194,2,2013,999,15.74
1991,1194,3,1976,0,1.8
1991,1194,3,1976,15,3.39
1991,1194,3,1976,50,14.93
1991,1194,3,1976,65,64.29
1991,1194,3,1976,999,11.82
1991,1194,3,2013,0,1.62
1991,1194,3,2013,15,3.53
1991,1194,3,2013,50,15.27
1991,1194,3,2013,65,74.92
1991,1194,3,2013,999,19.43
1991,1195,1,1976,0,2.7
1991,1195,1,1976,15,6.62
1991,1195,1,1976,50,25.42
1991,1195,1,1976,65,91.6
1991,1195,1,1976,999,18.49
1991,1195,1,2013,0,2.45
1991,1195,1,2013,15,6.86
1991,1195,1,2013,50,26.08
1991,1195,1,2013,65,102.26
1991,1195,1,2013,999,28.5
1991,1195,2,1976,0,1.54
1991,1195,2,1976,15,2.19
1991,1195,2,1976,50,10.65
1991,1195,2,1976,65,58.08
1991,1195,2,1976,999,9.72
1991,1195,2,2013,0,1.38
1991,1195,2,2013,15,2.27
1991,1195,2,2013,50,10.92
1991,1195,2,2013,65,67.21
1991,1195,2,2013,999,16.48
1991,1195,3,1976,0,2.13
1991,1195,3,1976,15,4.45
1991,1195,3,1976,50,17.39
1991,1195,3,1976,65,67.38
1991,1195,3,1976,999,13.19
1991,1195,3,2013,0,1.92
1991,1195,3,2013,15,4.62
1991,1195,3,2013,50,17.82
1991,1195,3,2013,65,76.46
1991,1195,3,2013,999,20.77
1991,1196,1,1976,0,4.24
1991,1196,1,1976,15,5.34
1991,1196,1,1976,50,27.41
1991,1196,1,1976,65,80.64
1991,1196,1,1976,999,17.35
1991,1196,1,2013,0,3.77
1991,1196,1,2013,15,5.62
1991,1196,1,2013,50,27.93
1991,1196,1,2013,65,90.45
1991,1196,1,2013,999,26.22
1991,1196,2,1976,0,2.91
1991,1196,2,1976,15,1.74
1991,1196,2,1976,50,9.85
1991,1196,2,1976,65,50.14
1991,1196,2,1976,999,8.78
1991,1196,2,2013,0,2.55
1991,1196,2,2013,15,1.83
1991,1196,2,2013,50,10.06
1991,1196,2,2013,65,58.18
1991,1196,2,2013,999,14.54
1991,1196,3,1976,0,3.58
1991,1196,3,1976,15,3.45
1991,1196,3,1976,50,17.51
1991,1196,3,1976,65,59.76
1991,1196,3,1976,999,12.2
1991,1196,3,2013,0,3.17
1991,1196,3,2013,15,3.62
1991,1196,3,2013,50,17.85
1991,1196,3,2013,65,68.13
1991,1196,3,2013,999,18.9
1991,1197,1,1976,0,2.22
1991,1197,1,1976,15,5.26
1991,1197,1,1976,50,20.35
1991,1197,1,1976,65,81.76
1991,1197,1,1976,999,15.72
1991,1197,1,2013,0,2.02
1991,1197,1,2013,15,5.48
1991,1197,1,2013,50,20.77
1991,1197,1,2013,65,93.32
1991,1197,1,2013,999,25.04
1991,1197,2,1976,0,1.58
1991,1197,2,1976,15,1.54
1991,1197,2,1976,50,8.86
1991,1197,2,1976,65,52.16
1991,1197,2,1976,999,8.44
1991,1197,2,2013,0,1.41
1991,1197,2,2013,15,1.62
1991,1197,2,2013,50,9.08
1991,1197,2,2013,65,62.02
1991,1197,2,2013,999,14.82
1991,1197,3,1976,0,1.9
1991,1197,3,1976,15,3.36
1991,1197,3,1976,50,13.7
1991,1197,3,1976,65,58.76
1991,1197,3,1976,999,10.99
1991,1197,3,2013,0,1.73
1991,1197,3,2013,15,3.5
1991,1197,3,2013,50,13.98
1991,1197,3,2013,65,68.58
1991,1197,3,2013,999,17.95
1991,1198,1,1976,0,2.71
1991,1198,1,1976,15,6.07
1991,1198,1,1976,50,25.58
1991,1198,1,1976,65,91.15
1991,1198,1,1976,999,18.2
1991,1198,1,2013,0,2.43
1991,1198,1,2013,15,6.29
1991,1198,1,2013,50,26.28
1991,1198,1,2013,65,101.46
1991,1198,1,2013,999,28.13
1991,1198,2,1976,0,1.84
1991,1198,2,1976,15,2.1
1991,1198,2,1976,50,12.9
1991,1198,2,1976,65,63.81
1991,1198,2,1976,999,10.78
1991,1198,2,2013,0,1.63
1991,1198,2,2013,15,2.19
1991,1198,2,2013,50,13.3
1991,1198,2,2013,65,71.88
1991,1198,2,2013,999,17.85
1991,1198,3,1976,0,2.28
1991,1198,3,1976,15,4.13
1991,1198,3,1976,50,18.73
1991,1198,3,1976,65,72.06
1991,1198,3,1976,999,13.82
1991,1198,3,2013,0,2.04
1991,1198,3,2013,15,4.28
1991,1198,3,2013,50,19.24
1991,1198,3,2013,65,80.46
1991,1198,3,2013,999,21.69
1991,1199,1,1976,0,3.31
1991,1199,1,1976,15,5.6
1991,1199,1,1976,50,29.07
1991,1199,1,1976,65,83.89
1991,1199,1,1976,999,17.93
1991,1199,1,2013,0,3.04
1991,1199,1,2013,15,5.78
1991,1199,1,2013,50,29.69
1991,1199,1,2013,65,93.6
1991,1199,1,2013,999,27.13
1991,1199,2,1976,0,3.62
1991,1199,2,1976,15,2.29
1991,1199,2,1976,50,10.82
1991,1199,2,1976,65,59.57
1991,1199,2,1976,999,10.42
1991,1199,2,2013,0,3.24
1991,1199,2,2013,15,2.39
1991,1199,2,2013,50,11.22
1991,1199,2,2013,65,68.96
1991,1199,2,2013,999,17.23
1991,1199,3,1976,0,3.46
1991,1199,3,1976,15,3.97
1991,1199,3,1976,50,18.96
1991,1199,3,1976,65,67.72
1991,1199,3,1976,999,13.57
1991,1199,3,2013,0,3.14
1991,1199,3,2013,15,4.11
1991,1199,3,2013,50,19.44
1991,1199,3,2013,65,77.12
1991,1199,3,2013,999,21.18
1992,1100,1,1976,0,2.23
1992,1100,1,1976,15,6.46
1992,1100,1,1976,50,26.25
1992,1100,1,1976,65,89.68
1992,1100,1,1976,999,18.25
1992,1100,1,2013,0,2.02
1992,1100,1,2013,15,6.74
1992,1100,1,2013,50,26.76
1992,1100,1,2013,65,100.99
1992,1100,1,2013,999,28.27
1992,1100,2,1976,0,1.54
1992,1100,2,1976,15,1.81
1992,1100,2,1976,50,9.4
1992,1100,2,1976,65,57.31
1992,1100,2,1976,999,9.22
1992,1100,2,2013,0,1.37
1992,1100,2,2013,15,1.89
1992,1100,2,2013,50,9.65
1992,1100,2,2013,65,67.53
1992,1100,2,2013,999,16.12
1992,1100,3,1976,0,1.89
1992,1100,3,1976,15,4.11
1992,1100,3,1976,50,16.83
1992,1100,3,1976,65,66.06
1992,1100,3,1976,999,12.73
1992,1100,3,2013,0,1.7
1992,1100,3,2013,15,4.29
1992,1100,3,2013,50,17.18
1992,1100,3,2013,65,76.18
1992,1100,3,2013,999,20.41
1992,1101,1,1976,0,2.37
1992,1101,1,1976,15,6.42
1992,1101,1,1976,50,25.88
1992,1101,1,1976,65,89.71
1992,1101,1,1976,999,18.19
1992,1101,1,2013,0,2.14
1992,1101,1,2013,15,6.71
1992,1101,1,2013,50,26.41
1992,1101,1,2013,65,100.84
1992,1101,1,2013,999,28.18
1992,1101,2,1976,0,1.62
1992,1101,2,1976,15,1.87
1992,1101,2,1976,50,9.51
1992,1101,2,1976,65,55.92
1992,1101,2,1976,999,9.14
1992,1101,2,2013,0,1.44
1992,1101,2,2013,15,1.96
1992,1101,2,2013,50,9.76
1992,1101,2,2013,65,65.89
1992,1101,2,2013,999,15.87
1992,1101,3,1976,0,2
1992,1101,3,1976,15,4.13
1992,1101,3,1976,50,16.91
1992,1101,3,1976,65,65.04
1992,1101,3,1976,999,12.67
1992,1101,3,2013,0,1.8
1992,1101,3,2013,15,4.32
1992,1101,3,2013,50,17.27
1992,1101,3,2013,65,74.95
1992,1101,3,2013,999,20.21
1992,1103,1,1976,0,2.26
1992,1103,1,1976,15,6.38
1992,1103,1,1976,50,25.64
1992,1103,1,1976,65,89
1992,1103,1,1976,999,18.03
1992,1103,1,2013,0,2.04
1992,1103,1,2013,15,6.64
1992,1103,1,2013,50,26.13
1992,1103,1,2013,65,101.09
1992,1103,1,2013,999,28.12
1992,1103,2,1976,0,1.56
1992,1103,2,1976,15,1.79
1992,1103,2,1976,50,9.01
1992,1103,2,1976,65,60.65
1992,1103,2,1976,999,9.52
1992,1103,2,2013,0,1.4
1992,1103,2,2013,15,1.87
1992,1103,2,2013,50,9.26
1992,1103,2,2013,65,72
1992,1103,2,2013,999,16.91
1992,1103,3,1976,0,1.92
1992,1103,3,1976,15,4.04
1992,1103,3,1976,50,16.43
1992,1103,3,1976,65,69.07
1992,1103,3,1976,999,12.95
1992,1103,3,2013,0,1.73
1992,1103,3,2013,15,4.2
1992,1103,3,2013,50,16.78
1992,1103,3,2013,65,80.33
1992,1103,3,2013,999,21.1
1992,1104,1,1976,0,2.71
1992,1104,1,1976,15,7.43
1992,1104,1,1976,50,28.88
1992,1104,1,1976,65,92.56
1992,1104,1,1976,999,19.62
1992,1104,1,2013,0,2.46
1992,1104,1,2013,15,7.77
1992,1104,1,2013,50,29.38
1992,1104,1,2013,65,104.12
1992,1104,1,2013,999,29.92
1992,1104,2,1976,0,1.71
1992,1104,2,1976,15,2.17
1992,1104,2,1976,50,10.91
1992,1104,2,1976,65,56.7
1992,1104,2,1976,999,9.64
1992,1104,2,2013,0,1.53
1992,1104,2,2013,15,2.27
1992,1104,2,2013,50,11.16
1992,1104,2,2013,65,66.14
1992,1104,2,2013,999,16.34
1992,1104,3,1976,0,2.22
1992,1104,3,1976,15,4.82
1992,1104,3,1976,50,19.11
1992,1104,3,1976,65,66.39
1992,1104,3,1976,999,13.59
1992,1104,3,2013,0,2
1992,1104,3,2013,15,5.04
1992,1104,3,2013,50,19.45
1992,1104,3,2013,65,75.89
1992,1104,3,2013,999,21.18
1992,1105,1,1976,0,2.68
1992,1105,1,1976,15,7.22
1992,1105,1,1976,50,28.85
1992,1105,1,1976,65,97.93
1992,1105,1,1976,999,20.09
1992,1105,1,2013,0,2.43
1992,1105,1,2013,15,7.49
1992,1105,1,2013,50,29.44
1992,1105,1,2013,65,109.64
1992,1105,1,2013,999,30.88
1992,1105,2,1976,0,1.63
1992,1105,2,1976,15,2.07
1992,1105,2,1976,50,11.33
1992,1105,2,1976,65,64.94
1992,1105,2,1976,999,10.56
1992,1105,2,2013,0,1.46
1992,1105,2,2013,15,2.16
1992,1105,2,2013,50,11.62
1992,1105,2,2013,65,75.77
1992,1105,2,2013,999,18.25
1992,1105,3,1976,0,2.16
1992,1105,3,1976,15,4.73
1992,1105,3,1976,50,19.22
1992,1105,3,1976,65,75.45
1992,1105,3,1976,999,14.55
1992,1105,3,2013,0,1.95
1992,1105,3,2013,15,4.91
1992,1105,3,2013,50,19.61
1992,1105,3,2013,65,86.3
1992,1105,3,2013,999,23.17
1992,1107,1,1976,0,2.21
1992,1107,1,1976,15,5.31
1992,1107,1,1976,50,23.39
1992,1107,1,1976,65,87.09
1992,1107,1,1976,999,16.88
1992,1107,1,2013,0,1.99
1992,1107,1,2013,15,5.54
1992,1107,1,2013,50,23.87
1992,1107,1,2013,65,99.18
1992,1107,1,2013,999,26.8
1992,1107,2,1976,0,1.53
1992,1107,2,1976,15,1.65
1992,1107,2,1976,50,8.65
1992,1107,2,1976,65,58.26
1992,1107,2,1976,999,9.11
1992,1107,2,2013,0,1.36
1992,1107,2,2013,15,1.72
1992,1107,2,2013,50,8.89
1992,1107,2,2013,65,69.25
1992,1107,2,2013,999,16.23
1992,1107,3,1976,0,1.88
1992,1107,3,1976,15,3.43
1992,1107,3,1976,50,15.25
1992,1107,3,1976,65,66.66
1992,1107,3,1976,999,12.17
1992,1107,3,2013,0,1.68
1992,1107,3,2013,15,3.57
1992,1107,3,2013,50,15.58
1992,1107,3,2013,65,77.63
1992,1107,3,2013,999,20.05
1992,1108,1,1976,0,2.18
1992,1108,1,1976,15,7.33
1992,1108,1,1976,50,30.67
1992,1108,1,1976,65,99.35
1992,1108,1,1976,999,20.52
1992,1108,1,2013,0,1.99
1992,1108,1,2013,15,7.64
1992,1108,1,2013,50,31.32
1992,1108,1,2013,65,111.13
1992,1108,1,2013,999,31.53
1992,1108,2,1976,0,1.49
1992,1108,2,1976,15,1.9
1992,1108,2,1976,50,11.37
1992,1108,2,1976,65,69.14
1992,1108,2,1976,999,10.91
1992,1108,2,2013,0,1.34
1992,1108,2,2013,15,1.99
1992,1108,2,2013,50,11.72
1992,1108,2,2013,65,80.17
1992,1108,2,2013,999,19.03
1992,1108,3,1976,0,1.85
1992,1108,3,1976,15,4.71
1992,1108,3,1976,50,20
1992,1108,3,1976,65,78.55
1992,1108,3,1976,999,14.95
1992,1108,3,2013,0,1.67
1992,1108,3,2013,15,4.9
1992,1108,3,2013,50,20.44
1992,1108,3,2013,65,89.57
1992,1108,3,2013,999,23.93
1992,1110,1,1976,0,2.63
1992,1110,1,1976,15,7.23
1992,1110,1,1976,50,27.61
1992,1110,1,1976,65,94.91
1992,1110,1,1976,999,19.53
1992,1110,1,2013,0,2.36
1992,1110,1,2013,15,7.52
1992,1110,1,2013,50,28.05
1992,1110,1,2013,65,107.21
1992,1110,1,2013,999,30.14
1992,1110,2,1976,0,1.67
1992,1110,2,1976,15,2.05
1992,1110,2,1976,50,11.3
1992,1110,2,1976,65,64.33
1992,1110,2,1976,999,10.48
1992,1110,2,2013,0,1.5
1992,1110,2,2013,15,2.15
1992,1110,2,2013,50,11.59
1992,1110,2,2013,65,74.65
1992,1110,2,2013,999,18.02
1992,1110,3,1976,0,2.16
1992,1110,3,1976,15,4.72
1992,1110,3,1976,50,18.71
1992,1110,3,1976,65,74.07
1992,1110,3,1976,999,14.31
1992,1110,3,2013,0,1.94
1992,1110,3,2013,15,4.92
1992,1110,3,2013,50,19.04
1992,1110,3,2013,65,84.74
1992,1110,3,2013,999,22.76
1992,1111,1,1976,0,2.16
1992,1111,1,1976,15,7.14
1992,1111,1,1976,50,30.38
1992,1111,1,1976,65,104.31
1992,1111,1,1976,999,20.91
1992,1111,1,2013,0,1.98
1992,1111,1,2013,15,7.46
1992,1111,1,2013,50,30.92
1992,1111,1,2013,65,116.7
1992,1111,1,2013,999,32.46
1992,1111,2,1976,0,1.45
1992,1111,2,1976,15,1.73
1992,1111,2,1976,50,10.01
1992,1111,2,1976,65,65.32
1992,1111,2,1976,999,10.15
1992,1111,2,2013,0,1.29
1992,1111,2,2013,15,1.81
1992,1111,2,2013,50,10.26
1992,1111,2,2013,65,77.35
1992,1111,2,2013,999,18.11
1992,1111,3,1976,0,1.81
1992,1111,3,1976,15,4.54
1992,1111,3,1976,50,19.24
1992,1111,3,1976,65,74.61
1992,1111,3,1976,999,14.29
1992,1111,3,2013,0,1.64
1992,1111,3,2013,15,4.74
1992,1111,3,2013,50,19.59
1992,1111,3,2013,65,86.2
1992,1111,3,2013,999,23.03
1992,1112,1,1976,0,2.21
1992,1112,1,1976,15,5.68
1992,1112,1,1976,50,24.82
1992,1112,1,1976,65,91.67
1992,1112,1,1976,999,17.82
1992,1112,1,2013,0,2.01
1992,1112,1,2013,15,5.9
1992,1112,1,2013,50,25.36
1992,1112,1,2013,65,103.79
1992,1112,1,2013,999,28.16
1992,1112,2,1976,0,1.34
1992,1112,2,1976,15,1.7
1992,1112,2,1976,50,8.51
1992,1112,2,1976,65,55.77
1992,1112,2,1976,999,8.79
1992,1112,2,2013,0,1.22
1992,1112,2,2013,15,1.78
1992,1112,2,2013,50,8.73
1992,1112,2,2013,65,65.88
1992,1112,2,2013,999,15.54
1992,1112,3,1976,0,1.79
1992,1112,3,1976,15,3.69
1992,1112,3,1976,50,15.8
1992,1112,3,1976,65,65.64
1992,1112,3,1976,999,12.27
1992,1112,3,2013,0,1.62
1992,1112,3,2013,15,3.84
1992,1112,3,2013,50,16.15
1992,1112,3,2013,65,75.82
1992,1112,3,2013,999,19.92
1992,1114,1,1976,0,2.13
1992,1114,1,1976,15,6.08
1992,1114,1,1976,50,24.53
1992,1114,1,1976,65,90.69
1992,1114,1,1976,999,17.84
1992,1114,1,2013,0,1.91
1992,1114,1,2013,15,6.37
1992,1114,1,2013,50,24.98
1992,1114,1,2013,65,102.48
1992,1114,1,2013,999,28.03
1992,1114,2,1976,0,1.19
1992,1114,2,1976,15,1.52
1992,1114,2,1976,50,8.03
1992,1114,2,1976,65,53.48
1992,1114,2,1976,999,8.33
1992,1114,2,2013,0,1.07
1992,1114,2,2013,15,1.59
1992,1114,2,2013,50,8.21
1992,1114,2,2013,65,63.61
1992,1114,2,2013,999,14.89
1992,1114,3,1976,0,1.67
1992,1114,3,1976,15,3.76
1992,1114,3,1976,50,15.37
1992,1114,3,1976,65,63.17
1992,1114,3,1976,999,11.92
1992,1114,3,2013,0,1.49
1992,1114,3,2013,15,3.94
1992,1114,3,2013,50,15.65
1992,1114,3,2013,65,73.29
1992,1114,3,2013,999,19.36
1992,1115,1,1976,0,2.1
1992,1115,1,1976,15,6.22
1992,1115,1,1976,50,25
1992,1115,1,1976,65,86.12
1992,1115,1,1976,999,17.48
1992,1115,1,2013,0,1.91
1992,1115,1,2013,15,6.5
1992,1115,1,2013,50,25.42
1992,1115,1,2013,65,97.61
1992,1115,1,2013,999,27.22
1992,1115,2,1976,0,1.51
1992,1115,2,1976,15,1.66
1992,1115,2,1976,50,8.65
1992,1115,2,1976,65,56.64
1992,1115,2,1976,999,8.93
1992,1115,2,2013,0,1.35
1992,1115,2,2013,15,1.74
1992,1115,2,2013,50,8.82
1992,1115,2,2013,65,67.43
1992,1115,2,2013,999,15.86
1992,1115,3,1976,0,1.81
1992,1115,3,1976,15,3.93
1992,1115,3,1976,50,15.76
1992,1115,3,1976,65,64.22
1992,1115,3,1976,999,12.22
1992,1115,3,2013,0,1.63
1992,1115,3,2013,15,4.1
1992,1115,3,2013,50,16.01
1992,1115,3,2013,65,74.87
1992,1115,3,2013,999,19.83
1992,1117,1,1976,0,2.1
1992,1117,1,1976,15,6.57
1992,1117,1,1976,50,26.79
1992,1117,1,1976,65,94.73
1992,1117,1,1976,999,18.92
1992,1117,1,2013,0,1.91
1992,1117,1,2013,15,6.87
1992,1117,1,2013,50,27.31
1992,1117,1,2013,65,107.33
1992,1117,1,2013,999,29.65
1992,1117,2,1976,0,1.24
1992,1117,2,1976,15,1.56
1992,1117,2,1976,50,8.87
1992,1117,2,1976,65,58.48
1992,1117,2,1976,999,9.07
1992,1117,2,2013,0,1.1
1992,1117,2,2013,15,1.64
1992,1117,2,2013,50,9.12
1992,1117,2,2013,65,69.39
1992,1117,2,2013,999,16.22
1992,1117,3,1976,0,1.67
1992,1117,3,1976,15,4.02
1992,1117,3,1976,50,16.62
1992,1117,3,1976,65,67.49
1992,1117,3,1976,999,12.75
1992,1117,3,2013,0,1.51
1992,1117,3,2013,15,4.2
1992,1117,3,2013,50,16.97
1992,1117,3,2013,65,78.29
1992,1117,3,2013,999,20.71
1992,1118,1,1976,0,2.36
1992,1118,1,1976,15,5.26
1992,1118,1,1976,50,22.66
1992,1118,1,1976,65,80.79
1992,1118,1,1976,999,16.06
1992,1118,1,2013,0,2.15
1992,1118,1,2013,15,5.49
1992,1118,1,2013,50,23.16
1992,1118,1,2013,65,90.97
1992,1118,1,2013,999,25.07
1992,1118,2,1976,0,1.51
1992,1118,2,1976,15,1.59
1992,1118,2,1976,50,8.07
1992,1118,2,1976,65,51.05
1992,1118,2,1976,999,8.18
1992,1118,2,2013,0,1.33
1992,1118,2,2013,15,1.66
1992,1118,2,2013,50,8.29
1992,1118,2,2013,65,60.33
1992,1118,2,2013,999,14.34
1992,1118,3,1976,0,1.95
1992,1118,3,1976,15,3.4
1992,1118,3,1976,50,14.61
1992,1118,3,1976,65,59.64
1992,1118,3,1976,999,11.28
1992,1118,3,2013,0,1.75
1992,1118,3,2013,15,3.54
1992,1118,3,2013,50,14.94
1992,1118,3,2013,65,68.83
1992,1118,3,2013,999,18.21
1992,1119,1,1976,0,2.34
1992,1119,1,1976,15,7.18
1992,1119,1,1976,50,28.28
1992,1119,1,1976,65,93.05
1992,1119,1,1976,999,19.36
1992,1119,1,2013,0,2.1
1992,1119,1,2013,15,7.53
1992,1119,1,2013,50,28.76
1992,1119,1,2013,65,104.49
1992,1119,1,2013,999,29.71
1992,1119,2,1976,0,1.57
1992,1119,2,1976,15,1.81
1992,1119,2,1976,50,8.59
1992,1119,2,1976,65,58.93
1992,1119,2,1976,999,9.26
1992,1119,2,2013,0,1.4
1992,1119,2,2013,15,1.89
1992,1119,2,2013,50,8.82
1992,1119,2,2013,65,70.03
1992,1119,2,2013,999,16.45
1992,1119,3,1976,0,1.96
1992,1119,3,1976,15,4.56
1992,1119,3,1976,50,17.46
1992,1119,3,1976,65,67.06
1992,1119,3,1976,999,13.19
1992,1119,3,2013,0,1.76
1992,1119,3,2013,15,4.78
1992,1119,3,2013,50,17.76
1992,1119,3,2013,65,77.76
1992,1119,3,2013,999,21.06
1992,1120,1,1976,0,2.06
1992,1120,1,1976,15,5.54
1992,1120,1,1976,50,23.84
1992,1120,1,1976,65,86.7
1992,1120,1,1976,999,17
1992,1120,1,2013,0,1.86
1992,1120,1,2013,15,5.79
1992,1120,1,2013,50,24.31
1992,1120,1,2013,65,98.41
1992,1120,1,2013,999,26.83
1992,1120,2,1976,0,1.51
1992,1120,2,1976,15,1.56
1992,1120,2,1976,50,8.22
1992,1120,2,1976,65,52.58
1992,1120,2,1976,999,8.36
1992,1120,2,2013,0,1.36
1992,1120,2,2013,15,1.63
1992,1120,2,2013,50,8.43
1992,1120,2,2013,65,62.31
1992,1120,2,2013,999,14.75
1992,1120,3,1976,0,1.8
1992,1120,3,1976,15,3.52
1992,1120,3,1976,50,15.14
1992,1120,3,1976,65,61.48
1992,1120,3,1976,999,11.61
1992,1120,3,2013,0,1.62
1992,1120,3,2013,15,3.68
1992,1120,3,2013,50,15.45
1992,1120,3,2013,65,71.29
1992,1120,3,2013,999,18.83
1992,1122,1,1976,0,2.05
1992,1122,1,1976,15,6.22
1992,1122,1,1976,50,25.44
1992,1122,1,1976,65,87.51
1992,1122,1,1976,999,17.7
1992,1122,1,2013,0,1.86
1992,1122,1,2013,15,6.5
1992,1122,1,2013,50,25.92
1992,1122,1,2013,65,97.93
1992,1122,1,2013,999,27.37
1992,1122,2,1976,0,1.44
1992,1122,2,1976,15,1.55
1992,1122,2,1976,50,8.4
1992,1122,2,1976,65,53.97
1992,1122,2,1976,999,8.52
1992,1122,2,2013,0,1.28
1992,1122,2,2013,15,1.62
1992,1122,2,2013,50,8.63
1992,1122,2,2013,65,63.6
1992,1122,2,2013,999,15.02
1992,1122,3,1976,0,1.75
1992,1122,3,1976,15,3.85
1992,1122,3,1976,50,15.74
1992,1122,3,1976,65,62.56
1992,1122,3,1976,999,11.99
1992,1122,3,2013,0,1.58
1992,1122,3,2013,15,4.02
1992,1122,3,2013,50,16.06
1992,1122,3,2013,65,71.99
1992,1122,3,2013,999,19.23
1992,1124,1,1976,0,2.13
1992,1124,1,1976,15,7.31
1992,1124,1,1976,50,29.88
1992,1124,1,1976,65,97.3
1992,1124,1,1976,999,20.13
1992,1124,1,2013,0,1.94
1992,1124,1,2013,15,7.65
1992,1124,1,2013,50,30.4
1992,1124,1,2013,65,109.26
1992,1124,1,2013,999,30.99
1992,1124,2,1976,0,1.81
1992,1124,2,1976,15,1.91
1992,1124,2,1976,50,9.25
1992,1124,2,1976,65,61.06
1992,1124,2,1976,999,9.72
1992,1124,2,2013,0,1.63
1992,1124,2,2013,15,2
1992,1124,2,2013,50,9.49
1992,1124,2,2013,65,72.28
1992,1124,2,2013,999,17.11
1992,1124,3,1976,0,1.97
1992,1124,3,1976,15,4.56
1992,1124,3,1976,50,18.11
1992,1124,3,1976,65,69.99
1992,1124,3,1976,999,13.63
1992,1124,3,2013,0,1.79
1992,1124,3,2013,15,4.78
1992,1124,3,2013,50,18.43
1992,1124,3,2013,65,80.87
1992,1124,3,2013,999,21.8
1992,1125,1,1976,0,2.51
1992,1125,1,1976,15,8.95
1992,1125,1,1976,50,30.86
1992,1125,1,1976,65,98.67
1992,1125,1,1976,999,21.35
1992,1125,1,2013,0,2.28
1992,1125,1,2013,15,9.32
1992,1125,1,2013,50,31.44
1992,1125,1,2013,65,110.98
1992,1125,1,2013,999,32.33
1992,1125,2,1976,0,1.8
1992,1125,2,1976,15,2.55
1992,1125,2,1976,50,11.92
1992,1125,2,1976,65,62.76
1992,1125,2,1976,999,10.7
1992,1125,2,2013,0,1.61
1992,1125,2,2013,15,2.68
1992,1125,2,2013,50,12.23
1992,1125,2,2013,65,73.3
1992,1125,2,2013,999,18.14
1992,1125,3,1976,0,2.16
1992,1125,3,1976,15,5.76
1992,1125,3,1976,50,20.35
1992,1125,3,1976,65,73.12
1992,1125,3,1976,999,15
1992,1125,3,2013,0,1.95
1992,1125,3,2013,15,6
1992,1125,3,2013,50,20.75
1992,1125,3,2013,65,83.68
1992,1125,3,2013,999,23.38
1992,1127,1,1976,0,2.17
1992,1127,1,1976,15,6.08
1992,1127,1,1976,50,26.17
1992,1127,1,1976,65,96.02
1992,1127,1,1976,999,18.73
1992,1127,1,2013,0,1.98
1992,1127,1,2013,15,6.31
1992,1127,1,2013,50,26.79
1992,1127,1,2013,65,107.32
1992,1127,1,2013,999,29.31
1992,1127,2,1976,0,1.44
1992,1127,2,1976,15,2.18
1992,1127,2,1976,50,10.38
1992,1127,2,1976,65,63.55
1992,1127,2,1976,999,10.24
1992,1127,2,2013,0,1.29
1992,1127,2,2013,15,2.27
1992,1127,2,2013,50,10.62
1992,1127,2,2013,65,74.85
1992,1127,2,2013,999,17.89
1992,1127,3,1976,0,1.81
1992,1127,3,1976,15,4.16
1992,1127,3,1976,50,17.27
1992,1127,3,1976,65,72.56
1992,1127,3,1976,999,13.53
1992,1127,3,2013,0,1.64
1992,1127,3,2013,15,4.32
1992,1127,3,2013,50,17.65
1992,1127,3,2013,65,83.55
1992,1127,3,2013,999,21.94
1992,1128,1,1976,0,2.37
1992,1128,1,1976,15,7.54
1992,1128,1,1976,50,30.63
1992,1128,1,1976,65,95.86
1992,1128,1,1976,999,20.27
1992,1128,1,2013,0,2.15
1992,1128,1,2013,15,7.89
1992,1128,1,2013,50,31.15
1992,1128,1,2013,65,108.45
1992,1128,1,2013,999,31.12
1992,1128,2,1976,0,1.62
1992,1128,2,1976,15,2.07
1992,1128,2,1976,50,9.66
1992,1128,2,1976,65,58.33
1992,1128,2,1976,999,9.53
1992,1128,2,2013,0,1.45
1992,1128,2,2013,15,2.19
1992,1128,2,2013,50,9.88
1992,1128,2,2013,65,69.14
1992,1128,2,2013,999,16.62
1992,1128,3,1976,0,2
1992,1128,3,1976,15,4.82
1992,1128,3,1976,50,18.85
1992,1128,3,1976,65,67.25
1992,1128,3,1976,999,13.59
1992,1128,3,2013,0,1.81
1992,1128,3,2013,15,5.05
1992,1128,3,2013,50,19.17
1992,1128,3,2013,65,77.84
1992,1128,3,2013,999,21.48
1992,1129,1,1976,0,2.01
1992,1129,1,1976,15,6.06
